zcrtname,zstate1,zcity3
China,hubei,xiaoyanzhen
China,jilin,shuangyingzixiang
China,zhejiang,baishan
China,xinjiang uygur,tiechanggou
China,sichuan,beinanxiang
Unknown,Guangdong,Jingzhouzhen
Unknown,Anhui,Jingyangzhen
Unknown,Shandong,Juxian
China,chongqing,maguanzhen
China,hubei,jinniu
China,anhui,chuanbanchong
China,shandong,kouguanzhen
China,guangdong,luwan
China,sichuan,wolongzhen chengdu
Unknown,Guangxi Zhuang,Zhaopingzhen
China,anhui,bailoucun
China,guangdong,mashuizhen
China,Jilin,Dongfeng
China,inner mongolia,tuquan xian
China,shanxi,linjinzhen
China,fujian,xinqiancun
Unknown,Hunan,Dongkouzhen
China,guangxi zhuang,yangzhoucun
China,jiangxi,wangjia
China,Shandong,Yutai
Unknown,Unknown,Kapen
China,tianjin,douzhangzhuang
China,hunan,shiyangtang
China,Yunnan,Menglun
China,tianjin,cuijiamatou
China,Sichuan,Caobazhen Yaan
China,Hainan,Baoting Lizu Miaozu Zizhixian
China,guizhou,maogongxiang
China,henan,balifanzhen
China,sichuan,manjingzhen
China,jilin,caiyuanzhen
China,jiangxi,rao erzhen
China,henan,wangjiagangxiang
China,qinghai,nianglaxiang
China,Hainan,Chongshan
China,sichuan,shuangluoxiang
Unknown,Henan,Yunyangzhen
China,guangxi zhuang,huashan
China,sichuan,hekouzhen garze
China,fujian,chengfengzhen
China,jiangxi,ganzhoukeng
China,sichuan,shunlongxiang
Unknown,Guangdong,Hepo
China,guizhou,maipingxiang
China,guangxi zhuang,jietingxiang
China,qinghai,gahaizhen
China,jilin,hongxingzhen
China,hubei,jiusixiang
China,zhejiang,yingchuanzhen
China,Henan,Yiyang Xian
China,guangdong,xihezhen meizhou
China,chongqing,houbazhen
China,shaanxi,panlongxiang weinan
China,liaoning,datanzhen
China,sichuan,tangyuanzhen
China,sichuan,laomuxiang
China,henan,daxing
China,hunan,baifu
China,sichuan,qibeixiang
China,jiangsu,chahezhen huaian
China,hunan,fangyuanzhen
China,sichuan,shisunzhen
China,jiangsu,xiaohekou
China,gansu,huachi xian
Unknown,Chongqing,Liangshanzhen
China,Hubei,Xiaochizhen
Unknown,Liaoning,Nanfen
China,sichuan,yong\u0027anzhen deyang
China,hebei,longxumenzhen
China,fujian,chitian
China,jiangxi,yingjiaxiang
China,sichuan,heigaxiang
China,shandong,meibuzhen
China,jiangxi,quankouzhen
China,Zhejiang,Wutian
China,guizhou,dushanxiang
China,sichuan,luohaizhen
China,sichuan,lidianzhen
China,sichuan,yutaizhen
China,sichuan,jiangbeizhen
China,jiangsu,beishiqiao
China,guizhou,baimiao
China,guangdong,jiayizhen
China,hebei,zhoucunzhen
China,yunnan,yousongling
China,sichuan,fengshou
China,liaoning,fangmuzhen
China,shanxi,maojiazaozhen
China,Jiangsu,Hutang
China,hunan,jingzhou miaozu dongzu aut county
China,fujian,qitaozhen
China,guangxi zhuang,changzhoucun
China,anhui,fengjingzhen
China,hebei,yonghehuizhen
China,hubei,dujiajing
China,guangxi zhuang,malicun
China,hubei,caoba
China,No Data,taoxing
China,sichuan,tianfuzhen village
China,sichuan,pingle
China,Tianjin,Nankai
China,heilongjiang,sanchakou village
China,Henan,Mamuji
China,jiangxi,hedongxiang jiujiang
China,chongqing,batangzhen
China,gansu,beichengpuxiang
China,inner mongolia,yaogouxiang hohhot
China,xinjiang uygur,hoboksar menggu zizhixian
China,sichuan,baimazhen panzhihua
China,hubei,shengkangzhen
China,hunan,simachongzhen
China,sichuan,tiebianxiang
China,Hebei,Huolu
China,Liaoning,Nanfen Qu
China,Unknown,Pingfang
China,jiangsu,caoyankouzhen
China,sichuan,shidongxiang
China,hubei,hexi
China,sichuan,heliuzhen
China,guizhou,hongzhou town
China,beijing,dayushuzhen
China,zhejiang,si anzhen
China,guangxi zhuang,huapingzhen
China,guangxi zhuang,baimacun
China,qinghai,zhamaoxiang
China,hebei,dubeixiang
China,guizhou,shuitangbaoxiang
China,sichuan,yongfengxiang ngawa
China,henan,wuchenhezhen
China,zhejiang,jizhaixiang
China,jiangxi,caifengxiang
China,henan,cangfang
China,jiangsu,beijiancun
China,shanxi,yuanbaozizhen
China,shaanxi,fuchuanzhen
China,sichuan,banmiaoxiang
China,hubei,moshizhen
China,fujian,dongfengzhen
China,gansu,zhaojiaxiang
China,sichuan,shuimoxiang
China,guangxi zhuang,luchengxiang
China,gansu,qihamaxiang
China,jilin,qian\u0027an xian
China,shandong,hushanzhen rizhao
China,gansu,baliwanxiang tianshui
China,jilin,xingfuxiang baicheng
China,gansu,caizishan
China,jilin,shuangxingxiang
China,sichuan,nanmuzhen
China,henan,cangfangzhen
China,guangxi zhuang,layao
China,guangxi zhuang,bachouxiang
China,sichuan,guchengxiang
China,zhejiang,laozhuzhen
China,anhui,zhongqiaoxiang
China,chongqing,haiyangxiang
China,jiangsu,machang town
China,shaanxi,yanghezhen
China,chongqing,changshouhuzhen
China,zhejiang,ma\u0027aozhen
China,jilin,anshuzhen
China,guizhou,shuangjiangzhen qianxi\u0027nan
China,jiangsu,luwan
China,fujian,jukouxiang
China,hubei,baifusizhen
China,shanxi,shentangpingxiang
China,shaanxi,moxixiang
China,chongqing,youxizhen
China,zhejiang,baiyue
China,hubei,xincheng
China,heilongjiang,changdezhen
China,henan,liujizhen
China,guangxi zhuang,long\u0027an chengxiangzhen
China,sichuan,mingtou
China,guizhou,nigaoxiang
China,jiangsu,huandunzhen
China,hubei,nanhezhen xiangyang
China,hubei,fenglinzhen
China,qinghai,qunkezhen
China,shanxi,yueyangzhen
China,jiangsu,dayang
China,heilongjiang,daluozhen
China,hunan,weixixiang
Unknown,Henan,Zhenyangzhen
China,guangxi zhuang,qingwanzhen
China,hubei,menglouzhen
China,shanxi,zirunxiang
China,fujian,dalianxiang
China,zhejiang,juexi
China,sichuan,haimen
Unknown,Chongqing,Chengxiangzhen Wuxi
Unknown,Heilongjiang,Changting
China,fujian,chuiloucun
China,guizhou,liuduzhen
China,jiangsu,wucheng
China,liaoning,liuerpu
China,tibet,bome county
China,gansu,chengguanzhen lintan
China,fujian,hepingcun
China,hubei,wangshizhen
China,sichuan,hongxingzhen
China,Heilongjiang,Yingchunzhen
Unknown,Shandong,Zouwu
China,sichuan,yongshengxiang leshan
China,zhejiang,yangxixiang
China,hunan,dafen
China,fujian,baoshancun
China,sichuan,yangjiazhen dazhou
China,No Data,yiyang
China,fujian,daqiao
Unknown,Anhui,Kantuanji
China,shaanxi,zhenchuanzhen yulin
China,hunan,fangjiatunxiang
China,xinjiang uygur,yengisar county
China,yunnan,cikaizhen
China,sichuan,qingyuan
China,anhui,nanyi
China,sichuan,longfengxiang dazhou
China,heilongjiang,xingnongzhen jixi
China,tibet,zayue county
China,guangdong,suochengzhen
China,Unknown,Tungchuangchien
China,jiangsu,guiwuzhen
China,jilin,yizuoyingzhen
China,hubei,dingsidangzhen
Unknown,Sichuan,Pengshan
China,inner mongolia,wulanhada sumu ulanqab
China,sichuan,shuangguizhen
China,heilongjiang,lanlingxiang
China,guangxi zhuang,huanancun
China,hubei,leiguzhen
China,chongqing,tongguzhen rongchang
China,guangxi zhuang,dachengzhen
China,henan,xiuwu chengguanzhen
China,Xinjiang Uygur,Baicheng
China,Tianjin,Sangyuanzhen Cangzhou
Unknown,Hunan,Hezhou
China,Gansu,Maying
China,Unknown,Chitushan
China,hebei,diliutunxiang
China,jiangxi,luopingzhen
China,shaanxi,zhaorenzhen
China,heilongjiang,wumahe qu
China,sichuan,xinhuaxiang ya\u0027an
China,jiangsu,jiulongzhen taizhou
China,guizhou,donghu
China,fujian,minzhuxiang
China,sichuan,garzê town
China,shanghai,xinzhaicun
China,Shandong,Yanglizhen
China,fujian,danyangzhen
China,shandong,caiyuanjixiang
China,chongqing,lianhe
China,zhejiang,hexizhen wenzhou
China,guangdong,boqiaocun
China,heilongjiang,chang\u0027anzhen harbin
China,hunan,jiangnan
China,inner mongolia,aolibugaozhen
China,sichuan,puguangzhen
China,chongqing,gaofengzhen wanzhou
China,Unknown,Sunglitien
China,hubei,epingxiang
China,sichuan,jimuxiang
China,shanxi,shenchi county
China,heilongjiang,meixi qu
China,sichuan,fengshanxiang
China,jilin,bajiazi
China,henan,shiqiaoxiang shangqiu
China,hebei,shizigouxiang
China,hainan,changfeng
China,Jiangxi,Nankang Qu
China,Fujian,Shanchengzhen Sanming
China,inner mongolia,xiangshanzhen
China,sichuan,sertar county
China,hunan,linli county
China,chongqing,daguanzhen liangping
China,xinjiang uygur,kalabulaxiang
China,sichuan,yuantanxiang
China,chongqing,hezuixiang
China,yunnan,nalunxiang
China,jiangsu,bashizhen
China,Jilin,Jingyu
China,sichuan,songlinzhen
China,yunnan,jinping miaozu yaozu daizu zizhixian
Unknown,Jiangxi,Wenzhenzhen
Unknown,Guizhou,Yongjingzhen
Unknown,Heilongjiang,Wuyiling
China,gansu,wenfengzhen
China,Hainan,Basuozhen
Unknown,Jiangxi,Qinchengzhen
Unknown,Shanxi,Xinchengzhen Yuncheng
China,shaanxi,jinhuixiang
China,jiangxi,gulong
China,xinjiang uygur,halabulakexiang
China,Zhejiang,Huangyan
Unknown,Hubei,Huangzhou
Unknown,Guangxi Zhuang,Xiaojiangzhen
Unknown,Zhejiang,Longwan Qu
Unknown,Hubei,Mingfengzhen
Unknown,Shanghai,Zhujiajiao
China,yunnan,liuhexiang wenshan
China,liaoning,niumaowuzhen
China,hunan,shouchezhen
Unknown,Henan,Fangcheng Xian
China,Guangdong,Humen
China,xinjiang uygur,youludusibagezhen
China,anhui,qinglongxiang
China,guangxi zhuang,anningxiang
China,gansu,taiping
China,guangdong,hetouzhen meizhou
China,guangxi zhuang,wushizhen
China,sichuan,wangjiaxiang
China,Hebei,Chengan
China,hebei,kaiping district
China,xinjiang uygur,tuolixiang urumqi
China,Unknown,Beiling
China,guizhou,pinglang
Unknown,Jiangxi,Hekouzhen
Unknown,Heilongjiang,Yanshouzhen
China,gansu,zhengning xian
China,sichuan,panlong
China,Shandong,Wangcunzhen Zibo
Unknown,Jiangsu,Xiangshui
China,sichuan,shengzhongzhen
China,henan,lijizhen shangqiu
China,tianjin,qinglong manzu zizhixian
China,Jiangxi,Jingan
China,hunan,sanjiaotangzhen
China,tibet,riwoqÃª county
China,inner mongolia,sha\u0027erqinxiang
China,hubei,mugangzhen
China,inner mongolia,shumugouxiang
China,sichuan,kaiyuanxiang nanchong
China,hebei,tanghaizhenqi team
China,liaoning,chenxiangtun
China,jilin,fangshencun
China,sichuan,chenjiaxiang dazhou
China,chongqing,jindongxiang
China,liaoning,yangjiaoxiang
China,henan,linhe
China,anhui,huanfengzhen
China,shanxi,tailinxiang
China,sichuan,fulongxiang guangan
China,gansu,fulilu
China,hunan,machongxiang
China,jiangxi,nankang
China,guizhou,daozhen gelaozu miaozu zizhixian
China,Hebei,Cizhouzhen
China,Henan,Song Xian
China,guangxi zhuang,baguang
China,jiangsu,luzhi town
China,hebei,nanshan
China,sichuan,kongyuxiang
China,sichuan,waqiexiang
China,qinghai,maqin xian
China,hubei,chenguizhen
China,Henan,Qinghuazhen Jiaozuo
China,fujian,luxi
China,anhui,gongqiaozhen
China,sichuan,langzhuxiang
China,guangxi zhuang,shapingzhen
China,guangxi zhuang,rongan xian
China,chongqing,huangjinzhen
China,henan,juling
China,heilongjiang,nancha district
China,hebei,banbishan
China,shanghai,gucun
China,shaanxi,jiuzhongjinxiang
China,tibet,xaitongmoin
China,guangdong,chengjia
China,hunan,wuzui
China,hubei,pinglin town
China,No Data,wujiang district
China,zhejiang,duzezhen
China,xinjiang uyghur autonomous region,tiechanggou
China,hunan,saxixiang
China,shandong,gaocheng
China,henan,duancunxiang
China,Guangxi Zhuang,Cenchengzhen
China,hunan,bailutang
China,gansu,shaijingxiang
China,sichuan,feilongzhen guang\u0027an
China,sichuan,saijinzhen
China,beijing,nankou town
China,fujian,hongfangzhen
China,sichuan,xibeixiang
China,yu,
China,chongqing,songnongxiang
China,heilongjiang,huyuanzhen
China,sichuan,qinghexiang
China,henan,maotangxiang
China,hunan,niutian
China,jiangsu,yangzhaizhen
China,shandong,muyudian
China,sichuan,jiangan
China,sichuan,dagang
China,guangxi zhuang,longhuoxiang
China,yunnan,yuanmou
China,anhui,huangshan qu
China,hunan,heyezhen chenzhou
China,guangxi zhuang,xiangyangzhen
China,hubei,xinglongzhen xiangyang
China,chongqing,shizhu tujiazu zizhixian
China,anhui,xiwangzhen
China,sichuan,pulongxiang
China,zhejiang,beichanxiang
China,sichuan,liangbanxiang
China,henan,zhoujixiang
China,yunnan,nujiang lisuzu zizhizhou
China,sichuan,longyuanzhen
China,henan,xinghuazhen
China,shandong,zhanglujixiang
China,shanxi,hougongxiang
China,hunan,xiaopingxiang
China,hubei,laifeng county
China,hunan,wenjiashi
China,jiangxi,wanhuzhen
China,jiangxi,tangxiacun
China,jiangxi,chenfangjixiang
China,hebei,beichu township
China,guangxi zhuang,longxiang
China,inner mongolia,xingfuzhilu sumu
China,jilin,yezhuhezhen
China,guizhou,bulangxiang
China,sichuan,heboluoxiang
China,liaoning,manjingxiang
China,liaoning,yaowangmiaozhen
China,sichuan,qingshuixiang ziyang
China,jiangxi,tianbaoxiang
China,zhejiang,potanxiang
China,shaanxi,chengguanzhen fuping
China,hebei,yahongqiaozhen
China,shaanxi,sanyaozhen
China,guangxi zhuang,guchengzhen yulin
China,shanxi,changzhangxiang
China,hunan,yanqiaoxiang
China,guangdong,zicheng
China,anhui,xinhua
China,guangxi zhuang,jinjiezhen
China,hunan,tieshan township
China,sichuan,nanqingxiang
China,shandong,mashanzizhen
China,guangxi zhuang,zhejiangcun
China,sichuan,guankou subdistrict
China,sichuan,fenghezhen
China,hubei,caijiazhai
China,jiangxi,yutian
China,sichuan,kejiuzhen
China,jiangxi,shatianzhen
China,shandong,zizhen town
China,sichuan,liutiexiang
China,sichuan,jinquxiang
China,anhui,caomiaozhen lu\u0027an
China,anhui,changpuzhen yuexi
China,sichuan,deshengzhen bazhong
China,sichuan,shilinzhen
China,sichuan,anlongzhen
China,sichuan,laoyingxiang
China,jiangxi,guantian
China,sichuan,kaiyuanxiang liangshan
China,hunan,miandu
China,hubei,xundianzhen
China,hebei,caozhuangxiang
China,heilongjiang,bielahongxiang
China,jiangsu,yanhezhen huai an
China,gansu,sangke
China,guangxi zhuang,jincheng
China,heilongjiang,tangyuanzhen
China,hunan,luanshan
China,guizhou,youyang tujiazu miaozu aut county
China,shanxi,taitouzhen
China,gansu,yongchangzhen
China,shandong,daguzhen village
China,fujian,jiandouzhen
China,shaanxi,huangshazhen
China,zhejiang,xiazhangxiang
China,jiangsu,wanpixiang
China,guangdong,foshi
China,jiangxi,lijiang
China,sichuan,wufuzhen
China,chongqing,shidizhen
China,shanxi,wutai county
China,sichuan,huilongzhen anju
China,sichuan,hexixiang yaan
China,anhui,linxizhen
China,guangxi zhuang,dongjingxiang guilin
China,shanxi,dajianxiang
China,heilongjiang,xichengzhen
China,hubei,jiangchangzhen
China,shandong,huilizhen
China,anhui,shenjizhen
China,shaanxi,yangjiagetaizhen
China,sichuan,suhexiang
China,inner mongolia,salaqi
China,hunan,wanbao
China,yunnan,zhuyuanzhen honghe
China,henan,caodian
China,inner mongolia,shuanglongzhen
China,inner mongolia,dabagou
China,sichuan,malingzhen luzhou
China,hunan,weidihu
China,hebei,weixian handan
China,anhui,xian
China,jiangsu,xieqiaocun
China,sichuan,shouanzhen wenjiang
China,guangdong,guanyingezhen
China,fujian,cizao
China,hebei,guojiatunxiang
China,henan,yuandianzhen
China,shaanxi,yujiawanzhen
China,shandong,yushanzhen jining
China,sichuan,zhengyuanxiang
China,guangxi zhuang,shalixiang lingyun
China,hubei,jieguanxiang
China,jiangsu,lai an county
China,beijing,wuqing
China,sichuan,qingxizhen dazhou
China,shanghai,chuansha
China,guangxi zhuang,sannongxiang
China,guangdong,dawei
China,chongqing,hejiang county
China,shaanxi,jiangzhang town
China,hunan,tongxihexiang
China,gansu,jiahexiang pingliang
China,fujian,beituanzhen
China,hunan,dangdixiang
China,guizhou,yaxizhen
China,shandong,wanshanxiang
China,ningxia hui,chonggangzhen
China,hunan,yuntian
China,inner mongolia,qiandemen sumu
China,hebei,cangyanshan
China,hunan,qingshuzui
China,sichuan,xingwenzhen
China,sichuan,garzÃª town
China,hunan,taoxizhen
China,heilongjiang,dalianhezhen
China,zhejiang,anrenzhen lishui
China,hunan,chatouxiang
China,zhejiang,lumuxiang
China,liaoning,beiluxiang
China,hubei,guanbuqiaozhen
China,hubei,xinjiezhen xianning
China,jiangxi,laochengzhen
China,zhejiang,wukengxiang
China,fujian,youxikouzhen
China,qinghai,daotanghe
China,guangdong,doushan
China,sichuan,baozuoxiang
China,hunan,chajiang
China,henan,kafangxiang
China,heilongjiang,hedong township
China,tianjin,baigutun
China,heilongjiang,dongjin
China,jiangxi,shanxia
China,hubei,changxuanling village
China,hunan,datangxiang guidong
China,anhui,shuihuzhen
China,chongqing,baituzhen
China,yunnan,malutang
China,liaoning,banlamenzhen
China,inner mongolia,xindi
China,shandong,fujia
China,sichuan,dunshangxiang
China,chongqing,heyouzhen
China,chongqing,heyanzhen
China,fujian,wenjiangxiang
China,guizhou,datianxiang bijie
China,fujian,xiaquxiang
China,zhejiang,shiyangzhen
China,jilin,sipengxiang
China,zhejiang,shengshanzhen zhoushan
China,liaoning,weipingxiang
China,sichuan,yandaixiang
China,sichuan,qibaosizhen
China,shanxi,dalu
China,sichuan,pubarongxiang
China,sichuan,shuangliuzhen
China,hunan,zhonghe
China,sichuan,guanmenxiang
China,yunnan,taiping
Unknown,Heilongjiang,Bayan
China,sichuan,changchizhen
China,liaoning,jiguanshanzhen
China,sichuan,gaoqiaoxiang
China,guangxi zhuang,liangjiangzhen guilin
China,anhui,sungangzhen
China,henan,taolinpuzhen
China,hunan,liaojiaqiaozhen
China,guangdong,hukou
China,guangdong,taoyuanzhen
China,zhejiang,xiawang
China,guangxi zhuang,jiantangxiang
China,sichuan,yangtianxiang
China,fujian,changkengxiang
China,guangdong,hongyuan
China,fujian,buding
Unknown,Liaoning,Xiaotunzhen
China,hunan,anchangxiang
China,shaanxi,libazhen
Unknown,Anhui,Xiaoxian
Unknown,Hunan,Anxiang
China,yunnan,donghui
China,zhejiang,lingshang
China,inner mongolia,xiangshan
China,yunnan,benzilan
China,shanxi,anjiazao
China,gansu,quanhuxiang
China,shanxi,jizhuangxiang
China,tianjin,tangjiahezhen
China,sichuan,sijuezhen
China,hunan,tanjiangxiang
China,sichuan,xishanxiang liangshan
China,hebei,tumenzixiang
China,chongqing,guojiaxiang
China,liaoning,dexingxiang
China,guangxi zhuang,pumenzhen
China,hebei,shangguxiang
China,shandong,changguan
Unknown,Zhejiang,Aojiang
China,chongqing,kanglezhen
China,guizhou,huaqiuzhen
China,sichuan,wadixiang
China,hubei,dahezhen enshi
China,shanxi,jieyu township
China,gansu,zhonghezhen
China,hunan,daohexiang
China,hunan,niujiaobazhen
China,guizhou,lurongxiang
China,sichuan,dexixiang
China,yunnan,mengsongxiang
China,anhui,rongkouxiang
China,Henan,Dancheng
China,shaanxi,zhiluozhen
China,yunnan,yilezhen
China,henan,gaolongzhen
China,guangxi zhuang,baishacun
China,shandong,xiaoxuezhen
China,shaanxi,beiduwu
China,liaoning,heshangfangzixiang
China,tibet,rinbung xian
China,guangdong,longwozhen
China,henan,wulichuanzhen
China,guizhou,tingzibaxiang
China,hunan,sicunxiang
China,henan,wangliuzhen
China,hebei,ninghe district
China,guangxi zhuang,liushanzhen
Unknown,Shaanxi,Erqu
China,sichuan,tianbaozhen
China,guangxi zhuang,luodongxiang
Unknown,Jilin,Wukeshu
China,hunan,hankouxiang
China,henan,xieqiao
China,jiangxi,zhuliangzhen
China,guizhou,tieshixiang
Unknown,Heilongjiang,Peidezhen
China,qinghai,angsiduoxiang
China,sichuan,shiliangxiang leshan
China,hubei,yonglong
China,hunan,sandunxiang village
Unknown,Jilin,Chaoyang
China,jiangsu,huji
China,guizhou,huchaoxiang
China,guizhou,luowanxiang
China,zhejiang,fuxixiang
China,jiangxi,xuguang
China,Tianjin,Yingshouyingzi Kuangqu
Unknown,Henan,Zhaoge
Unknown,Zhejiang,Keqiao
China,hainan,yelin town
China,chongqing,zizhaoxiang
China,fujian,huangbuxiang
China,guangxi zhuang,zhengzhou
China,jiangxi,huibuzhen gaoan
China,sichuan,chalixiang
China,tianjin,xinhua qu cangzhou
China,jilin,erdaojiangxiang
China,sichuan,meizibaxiang
China,sichuan,fuxingxiang zigong
China,guizhou,shangbaxiang
China,shaanxi,yujiagongzhen
China,shaanxi,gaoyazhen
China,sichuan,daisizhen
China,jilin,taodongxiang
China,guangxi zhuang,houluxiang
Unknown,Shandong,Sishui
China,guangdong,tangkouzhen jiangmen
China,sichuan,faqingxiang
China,anhui,yulin
China,hunan,sanjiangkou
China,zhejiang,xiaying town
China,beijing,baimaguan
Unknown,Anhui,Fengyang
China,tianjin,nancang
China,hubei,xinzhaxiang
China,hubei,guanyaozhen
China,shandong,zichuan district
China,Xinjiang Uygur,Emin
China,xinjiang uygur,sandaobazhen
China,hunan,yangjixiang
China,henan,xiadianxiang
China,hunan,niuchehexiang
China,heilongjiang,shuangjingzhen
China,jiangsu,wujie
Unknown,Guangdong,Shunde Qu
China,guangxi zhuang,ningtanzhen
China,chongqing,fanshen
China,hebei,jiangwuxiang
China,guizhou,yangfengxiang
China,shandong,xisongxiang
China,shanxi,songjiagouxiang
China,yunnan,shuangjiang lahuzu vazu bulangzu daizu z
China,guizhou,luoshaxiang
China,sichuan,guanshengzhen chengdu
China,hebei,haliha
China,guangxi zhuang,shangshizhen
China,hubei,wulinzhen
China,liaoning,laohetuxiang
Unknown,Unknown,Shihtafen
China,gansu,haxian
China,guangdong,dakeng
China,fujian,shouning xian
China,tianjin,gaoze
China,sichuan,puchangzhen
China,Unknown,Zhongjiang
China,shandong,beicun
China,fujian,dongxingcun
China,shaanxi,youfengzhen
China,sichuan,longdongxiang
China,Liaoning,Linghai Shi
China,Guangxi Zhuang,Xingan Xian
China,sichuan,fengyixiang bazhong
China,jiangsu,chengbeixiang
China,hunan,lingjiaotangzhen
China,gansu,manwaxiang
China,inner mongolia,xinqu
China,anhui,mohekou town
China,anhui,baihuzhen
China,shaanxi,gaobadianzhen
China,hunan,longxipuzhen
China,guangxi zhuang,yinchazhen
China,jiangxi,tongfanzhen
China,guangxi zhuang,qinglongxiang
China,heilongjiang,qing\u0027anzhen
China,hunan,sanhexiang changde
China,chongqing,hexi
China,anhui,weilingxiang
China,anhui,dashuzhen
China,anhui,tongzhazhen
China,heilongjiang,mohe town
China,hunan,miaoqianzhen
China,No Data,jinci
China,jiangxi,xiangshanzhen fuzhou
China,fujian,dongzhuang
Unknown,Jiangsu,Yaohua
China,Jilin,Songjianghezhen
China,zhejiang,zhang an
China,anhui,baoshun
China,gansu,suochixiang
China,jilin,shuanghezhen jilin
Unknown,Jiangsu,Xiannumiao
China,sichuan,lihongxiang
China,shanxi,guanwangmiaoxiang
China,zhejiang,xincang
China,guangxi zhuang,banxuancun
China,henan,baoquan
China,beijing,heihanling
China,xinjiang uygur,kaladalaxiang
China,hebei,huilongzhen
China,gansu,hanjiachaxiang
China,sichuan,gaogengzhen
China,henan,beichou
China,hainan,longtangzhen
China,hubei,chahe
China,hebei,macun township
China,sichuan,chunmuxiang
China,sichuan,jiachuanzhen
China,hubei,jiulong
China,sichuan,baifangzi
China,guangxi zhuang,anguo
China,jilin,mangkaxiang
China,hunan,dongpingxiang huaihua
China,jiangxi,wenzhuzhen
Unknown,Shanxi,Anyi
China,guangxi zhuang,qujiuzhen
China,hunan,changyangpuzhen
China,shanghai,changjiang
China,jilin,changbai chaoxianzu zizhixian
China,shanxi,tuyataxiang
China,guangdong,huayang
China,henan,lidazhuang
China,qinghai,senduoxiang
China,Unknown,Zhaocheng
China,chongqing,tieshanzhen
China,shanxi,hongjingxiang
China,heilongjiang,sunwu county
China,Liaoning,Qingduizhen
China,guizhou,puan xian
China,fujian,hucunzhen
China,hebei,dashiqiao
China,yunnan,guantunxiang
China,Anhui,Huoqiu
China,xinjiang uygur,shule county
China,jilin,sankeyushu
China,anhui,hexian
China,sichuan,dukouxiang liangshan
China,henan,dayang
China,sichuan,zhipingxiang
China,guangxi zhuang,wangmaozhen
China,guizhou,nanganxiang
China,hunan,huotianzhen
China,shanghai,laogang town
China,shanxi,guayuanxiang
China,guangxi zhuang,yachazhen
China,sichuan,dazexiang
China,sichuan,shunhexiang leshan
China,anhui,xiushanxiang
China,sichuan,maliexiang
China,sichuan,songjiaxiang dazhou
China,guizhou,chengxi
China,heilongjiang,fumin
China,liaoning,caochangxiang
China,gansu,kezhaixiang
China,jilin,yanbian chosenzu aut prefecture
China,yunnan,baofeng
China,guangdong,bafang
China,qinghai,qumahexiang
China,ningxia hui,rouyuanzhen
China,chongqing,chengxizhen
China,guizhou,dahezhen qiannan
China,sichuan,rongchang district
China,sichuan,guanluxiang
China,guangxi zhuang,gaowen
China,guangdong,dalan
China,heilongjiang,laochenggoucun
China,Hubei,Oumiao
China,sichuan,xiaohezhen
China,guizhou,banzhuxiang
Unknown,Heilongjiang,Shanhetun
China,guangdong,aizizhen
China,anhui,sungang
China,guangxi zhuang,daojiang
China,guangxi zhuang,longyanxiang
China,shandong,xiaoyun
China,anhui,shuikouzhen
China,sichuan,tashanzhen
China,inner mongolia,heilongbazhen
China,anhui,xiangyuzhen
China,heilongjiang,touzhanxiang
China,jilin,sikeshuxiang baicheng
China,sichuan,piankouxiang
China,heilongjiang,yongqinxiang
China,hunan,longtouzhen
China,sichuan,xinjiuxiang
China,jiangxi,shaxizhen jian
China,jiangsu,guirenzhen
China,fujian,bailou
China,guangxi zhuang,daxijiangzhen
China,anhui,gongqiaoxiang
China,hunan,anshanxiang
China,guangdong,boyangzhen
China,sichuan,babai
Unknown,Xinjiang Uygur,Kuchezhen
China,sichuan,zonghaixiang
Unknown,Zhejiang,Guodianzhen
China,hunan,shuidongxiang shaoyang
China,sichuan,baixikou
China,hubei,huangsangkouzhen
China,inner mongolia,dalanqi town
China,tianjin,leshouzhen
China,Henan,Songxian
China,sichuan,hongkouzhen
Unknown,Shandong,Laochengzhen Taian
China,hubei,chengguanzhen zhushan
China,sichuan,zhuyuanzhen leshan
China,guangdong,fengrenzhen
China,jiangxi,qiuxizhen
China,sichuan,shenglixiang bazhong
China,hunan,yushanpuzhen
China,tianjin,xiangyang
China,hunan,xiaojiazhen
China,Yunnan,Yuezhouzhen
China,jiangsu,linze
Unknown,Fujian,Pucheng
Unknown,Henan,Huojia Xian
Unknown,Jilin,Shanchengzhen
China,Xinjiang Uygur,Eminzhen
China,hunan,huangfengqiao
Unknown,Shandong,Chujia
China,guizhou,fengchengzhen
China,fujian,chongqi
China,fujian,anmeicun
China,heilongjiang,liushuzhen
China,guangxi zhuang,erpai
China,shandong,gejiazhen
China,guizhou,donglangxiang
China,guangxi zhuang,fuba
China,guangdong,luotang
China,sichuan,hanzengzhen
China,guangxi zhuang,da anzhen
China,Jiangxi,Quannan Xian
China,Inner Mongolia,Altan Emel
China,hunan,huanxi
China,Shanxi,Heshun Xian
China,sichuan,xingwen xian
China,Hebei,Jixian
China,shaanxi,maobahezhen
China,guizhou,wanshuizhen
China,anhui,nanjixiang
China,shaanxi,xiangshuizhen yulin
China,jiangxi,jiangpanxiang
China,Qinghai,Chengxi Qu
China,guangxi zhuang,yantangzhen
China,zhejiang,siqianzhen
China,jiangsu,yangji
China,hebei,zhangcunxiang handan
China,Sichuan,Dezhouzhen
China,gansu,sibazhen
China,Guangdong,Shanghuazhen
China,Shandong,Laishan
China,chongqing,yuanjuezhen
China,hunan,lanshan county
China,fujian,lingshan
