cityname,cityshortname,citypinyin,cityshortpinyin,cityareaname,cityareashortname,provincename,provinceshortname
枣阳市,枣阳,zaoyangshi,zaoyang,襄阳市,襄阳市,湖北,湖北
海州区,海州,haizhouqu,haizhou,连云港市,连云港市,江苏,江苏
红寺堡区,红寺堡,hongsibaoqu,hongsibao,吴忠市,吴忠市,宁夏,宁夏
湘桥区,湘桥,xiangqiaoqu,xiangqiao,潮州市,潮州市,广东,广东
渑池县,渑池,shengchixian,shengchi,三门峡市,三门峡市,河南,河南
长安区,长安,changanqu,changan,石家庄市,石家庄市,河北,河北
新华区,新华,xinhuaqu,xinhua,沧州市,沧州市,河北,河北
宣化区,宣化,xuanhuaqu,xuanhua,张家口市,张家口市,河北,河北
钟楼区,钟楼,zhonglouqu,zhonglou,常州市,常州市,江苏,江苏
莲池区,莲池,lianchiqu,lianchi,保定市,保定市,河北,河北
富县,富县,fuxian,fuxian,延安市,延安市,陕西,陕西
平山区,平山,pingshanqu,pingshan,本溪市,本溪市,辽宁,辽宁
克什克腾旗,克什克腾旗,keshiketengqi,keshiketengqi,赤峰市,赤峰市,内蒙古,内蒙古
甘孜县,甘孜,ganzixian,ganzi,甘孜藏族自治州,甘孜藏族自治州,四川,四川
江城区,江城,jiangchengqu,jiangcheng,阳江市,阳江市,广东,广东
礼泉县,礼泉,liquanxian,liquan,咸阳市,咸阳市,陕西,陕西
南芬区,南芬,nanfenqu,nanfen,本溪市,本溪市,辽宁,辽宁
南丰县,南丰,nanfengxian,nanfeng,抚州市,抚州市,江西,江西
仙居县,仙居,xianjuxian,xianju,台州市,台州市,浙江,浙江
红旗区,红旗,hongqiqu,hongqi,新乡市,新乡市,河南,河南
东河区,东河,donghequ,donghe,包头市,包头市,内蒙古,内蒙古
潍城区,潍城,weichengqu,weicheng,潍坊市,潍坊市,山东,山东
魏都区,魏都,weidouqu,weidou,许昌市,许昌市,河南,河南
文峰区,文峰,wenfengqu,wenfeng,安阳市,安阳市,河南,河南
原州区,原州,yuanzhouqu,yuanzhou,固原市,固原市,宁夏,宁夏
丰宁满族自治县,丰宁满族,fengningmanzuzizhixian,fengningmanzu,承德市,承德市,河北,河北
电白区,电白,maogangqu,maogang,茂名市,茂名市,广东,广东
万柏林区,万柏林,wanbailinqu,wanbailin,太原市,太原市,山西,山西
广平县,广平,guangpingxian,guangping,邯郸市,邯郸市,河北,河北
龙沙区,龙沙,longshaqu,longsha,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
利州区,利州,lizhouqu,lizhou,广元市,广元市,四川,四川
响水县,响水,xiangshuixian,xiangshui,盐城市,盐城市,江苏,江苏
应县,应县,yingxian,yingxian,朔州市,朔州市,山西,山西
南湖区,南湖,nanhuqu,nanhu,嘉兴市,嘉兴市,浙江,浙江
民勤县,民勤,minqinxian,minqin,武威市,武威市,甘肃,甘肃
乳山市,乳山,rushanshi,rushan,威海市,威海市,山东,山东
襄汾县,襄汾,xiangfenxian,xiangfen,临汾市,临汾市,山西,山西
雨城区,雨城,yuchengqu,yucheng,雅安市,雅安市,四川,四川
禹王台区,禹王台,yuwangtaiqu,yuwangtai,开封市,开封市,河南,河南
城区,城区,chengqu,chengqu,晋城市,晋城市,山西,山西
古塔区,古塔,gutaqu,guta,锦州市,锦州市,辽宁,辽宁
鼓楼区,鼓楼,gulouqu,gulou,福州市,福州市,福建,福建
西峰区,西峰,xifengqu,xifeng,庆阳市,庆阳市,甘肃,甘肃
静安区,静安,jinganqu,jingan,上海市,上海市,上海,上海
白沙黎族自治县,白沙黎族,baishalizuzizhixian,baishalizu,白沙黎族自治县,白沙黎族自治县,海南,海南
铁山港区,铁山港,tieshangangqu,tieshangang,北海市,北海市,广西,广西
芗城区,芗城,xiangchengqu,xiangcheng,漳州市,漳州市,福建,福建
阿拉尔市,阿拉尔,alaershi,alaer,阿拉尔市,阿拉尔市,新疆,新疆
清原满族自治县,清原满族,qingyuanmanzuzizhixian,qingyuanmanzu,抚顺市,抚顺市,辽宁,辽宁
石首市,石首,shishoushi,shishou,荆州市,荆州市,湖北,湖北
屯昌县,屯昌,tunchangxian,tunchang,屯昌县,屯昌县,海南,海南
沁县,沁县,qinxian,qinxian,长治市,长治市,山西,山西
曲周县,曲周,quzhouxian,quzhou,邯郸市,邯郸市,河北,河北
通山县,通山,tongshanxian,tongshan,咸宁市,咸宁市,湖北,湖北
蔚县,蔚县,weixian,weixian,张家口市,张家口市,河北,河北
大石桥市,大石桥,dashiqiaoshi,dashiqiao,营口市,营口市,辽宁,辽宁
正定县,正定,zhengdingxian,zhengding,石家庄市,石家庄市,河北,河北
成武县,成武,chengwuxian,chengwu,菏泽市,菏泽市,山东,山东
白塔区,白塔,baitaqu,baita,辽阳市,辽阳市,辽宁,辽宁
海曙区,海曙,haishuqu,haishu,宁波市,宁波市,浙江,浙江
象山区,象山,xiangshanqu,xiangshan,桂林市,桂林市,广西,广西
霸州市,霸州,bazhoushi,bazhou,廊坊市,廊坊市,河北,河北
壤塘县,壤塘,rangtangxian,rangtang,阿坝藏族羌族自治州,阿坝藏族羌族自治州,四川,四川
曲水县,曲水,qushuixian,qushui,拉萨市,拉萨市,西藏,西藏
康马县,康马,kangmaxian,kangma,日喀则市,日喀则市,西藏,西藏
泉港区,泉港,quangangqu,quangang,泉州市,泉州市,福建,福建
竞秀区,竞秀,jingxiuqu,jingxiu,保定市,保定市,河北,河北
卫滨区,卫滨,weibinqu,weibin,新乡市,新乡市,河南,河南
奉贤区,奉贤,fengxianqu,fengxian,上海市,上海市,上海,上海
赞皇县,赞皇,zanhuangxian,zanhuang,石家庄市,石家庄市,河北,河北
武功县,武功,wugongxian,wugong,咸阳市,咸阳市,陕西,陕西
南沙区,南沙,nanshaqu,nansha,广州市,广州市,广东,广东
南山区,南山,nanshanqu,nanshan,深圳市,深圳市,广东,广东
城区,城区,chengqu,chengqu,阳泉市,阳泉市,山西,山西
长汀县,长汀,changtingxian,changting,龙岩市,龙岩市,福建,福建
和平区,和平,hepingqu,heping,天津市,天津市,天津,天津
魏县,魏县,weixian,weixian,邯郸市,邯郸市,河北,河北
金湾区,金湾,jinwanqu,jinwan,珠海市,珠海市,广东,广东
长治县,长治,changzhixian,changzhi,长治市,长治市,山西,山西
沈河区,沈河,shenhequ,shenhe,沈阳市,沈阳市,辽宁,辽宁
闽侯县,闽侯,minhouxian,minhou,福州市,福州市,福建,福建
潼关县,潼关,tongguanxian,tongguan,渭南市,渭南市,陕西,陕西
章贡区,章贡,zhanggongqu,zhanggong,赣州市,赣州市,江西,江西
定襄县,定襄,dingxiangxian,dingxiang,忻州市,忻州市,山西,山西
临淄区,临淄,linziqu,linzi,淄博市,淄博市,山东,山东
井陉县,井陉,jingxingxian,jingxing,石家庄市,石家庄市,河北,河北
新市区,新市,xinshiqu,xinshi,乌鲁木齐市,乌鲁木齐市,新疆,新疆
沙县,沙县,shaxian,shaxian,三明市,三明市,福建,福建
博野县,博野,boyexian,boye,保定市,保定市,河北,河北
红山区,红山,hongshanqu,hongshan,赤峰市,赤峰市,内蒙古,内蒙古
茂县,茂县,maoxian,maoxian,阿坝藏族羌族自治州,阿坝藏族羌族自治州,四川,四川
上城区,上城,shangchengqu,shangcheng,杭州市,杭州市,浙江,浙江
新抚区,新抚,xinfuqu,xinfu,抚顺市,抚顺市,辽宁,辽宁
孝义市,孝义,xiaoyishi,xiaoyi,吕梁市,吕梁市,山西,山西
扶风县,扶风,fufengxian,fufeng,宝鸡市,宝鸡市,陕西,陕西
寿宁县,寿宁,shouningxian,shouning,宁德市,宁德市,福建,福建
兴山县,兴山,xingshanxian,xingshan,宜昌市,宜昌市,湖北,湖北
亭湖区,亭湖,tinghuqu,tinghu,盐城市,盐城市,江苏,江苏
向阳区,向阳,xiangyangqu,xiangyang,佳木斯市,佳木斯市,黑龙江,黑龙江
浑源县,浑源,hunyuanxian,hunyuan,大同市,大同市,山西,山西
古县,古县,guxian,guxian,临汾市,临汾市,山西,山西
任城区,任城区,shizhongqu,shizhong,济宁市,济宁市,山东,山东
乌苏市,乌苏,wusushi,wusu,塔城地区,塔城,新疆,新疆
碑林区,碑林,beilinqu,beilin,西安市,西安市,陕西,陕西
达川区,达川,dachuanqu,dachuan,达州市,达州市,四川,四川
南岳区,南岳,nanyuequ,nanyue,衡阳市,衡阳市,湖南,湖南
千阳县,千阳,qianyangxian,qianyang,宝鸡市,宝鸡市,陕西,陕西
温县,温县,wenxian,wenxian,焦作市,焦作市,河南,河南
孟州市,孟州,mengzhoushi,mengzhou,焦作市,焦作市,河南,河南
永和县,永和,yonghexian,yonghe,临汾市,临汾市,山西,山西
禅城区,禅城,chanchengqu,chancheng,佛山市,佛山市,广东,广东
雨湖区,雨湖,yuhuqu,yuhu,湘潭市,湘潭市,湖南,湖南
四子王旗,四子王旗,siziwangqi,siziwangqi,乌兰察布市,乌兰察布市,内蒙古,内蒙古
伊吾县,伊吾,yiwuxian,yiwu,哈密市,哈密市,新疆,新疆
讷河,讷河,nehe,nehe,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
莫力达瓦达斡尔族自治旗,莫力达瓦达斡尔族自治旗,molidawadawoerzuzizhiqi,molidawadawoerzuzizhiqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
昂仁县,昂仁,angrenxian,angren,日喀则市,日喀则市,西藏,西藏
尼玛县,尼玛,nimaxian,nima,那曲地区,那曲,西藏,西藏
乡城县,乡城,xiangchengxian,xiangcheng,甘孜藏族自治州,甘孜藏族自治州,四川,四川
定日县,定日,dingrixian,dingri,日喀则市,日喀则市,西藏,西藏
民丰县,民丰,minfengxian,minfeng,和田地区,和田,新疆,新疆
杞县,杞县,qixian,qixian,开封市,开封市,河南,河南
岱山县,岱山,daishanxian,daishan,舟山市,舟山市,浙江,浙江
丘北县,丘北,qiubeixian,qiubei,文山壮族苗族自治州,文山壮族苗族自治州,云南,云南
当涂县,当涂,dangtuxian,dangtu,马鞍山市,马鞍山市,安徽,安徽
邳州市,邳州,pizhoushi,pizhou,徐州市,徐州市,江苏,江苏
碾子山区,碾子山,nianzishanqu,nianzishan,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
江山市,江山,jiangshanshi,jiangshan,衢州市,衢州市,浙江,浙江
义乌市,义乌,yiwushi,yiwu,金华市,金华市,浙江,浙江
凌海市,凌海,linghaishi,linghai,"锦州市 ","锦州市 ",辽宁,辽宁
工布江达县,工布江达,gongbujiangdaxian,gongbujiangda,林芝市,林芝市,西藏,西藏
江达县,江达,jiangdaxian,jiangda,昌都市,昌都市,西藏,西藏
平定县,平定,pingdingxian,pingding,阳泉市,阳泉市,山西,山西
静乐县,静乐,jinglexian,jingle,忻州市,忻州市,山西,山西
清河区,清河,qinghequ,qinghe,铁岭市,铁岭市,辽宁,辽宁
聂荣县,聂荣,nierongxian,nierong,那曲地区,那曲,西藏,西藏
临湘市,临湘,linxiangshi,linxiang,岳阳市,岳阳市,湖南,湖南
丹巴县,丹巴,danbaxian,danba,甘孜藏族自治州,甘孜藏族自治州,四川,四川
鼓楼区,鼓楼,gulouqu,gulou,南京市,南京市,江苏,江苏
台江区,台江,taijiangqu,taijiang,福州市,福州市,福建,福建
颍泉区,颍泉,yingquanqu,yingquan,阜阳市,阜阳市,安徽,安徽
河南蒙古族自治县,河南蒙古族,henanmengguzuzizhixian,henanmengguzu,黄南藏族自治州,黄南藏族自治州,青海,青海
中阳县,中阳,zhongyangxian,zhongyang,吕梁市,吕梁市,山西,山西
宁阳县,宁阳,ningyangxian,ningyang,泰安市,泰安市,山东,山东
河北区,河北,hebeiqu,hebei,天津市,天津市,天津,天津
金川区,金川,jinchuanqu,jinchuan,金昌市,金昌市,甘肃,甘肃
千山区,千山,qianshanqu,qianshan,鞍山市,鞍山市,辽宁,辽宁
华宁县,华宁,huaningxian,huaning,玉溪市,玉溪市,云南,云南
五通桥区,五通桥,wutongqiaoqu,wutongqiao,乐山市,乐山市,四川,四川
宜川县,宜川,yichuanxian,yichuan,延安市,延安市,陕西,陕西
西城区,西城,xichengqu,xicheng,北京市,北京市,北京,北京
绿春县,绿春,lvchunxian,lvchun,红河哈尼族彝族自治州,红河哈尼族彝族自治州,云南,云南
嵩明县,嵩明,songmingxian,songming,"昆明市 ","昆明市 ",云南,云南
双桥区,双桥,shuangqiaoqu,shuangqiao,承德市,承德市,河北,河北
镇坪县,镇坪,zhenpingxian,zhenping,安康市,安康市,陕西,陕西
五峰土家族自治县,五峰土家族,wufengtujiazuzizhixian,wufengtujiazu,宜昌市,宜昌市,湖北,湖北
海兴县,海兴,haixingxian,haixing,沧州市,沧州市,河北,河北
永济市,永济,yongjishi,yongji,运城市,运城市,山西,山西
尉犁县,尉犁,weilixian,weili,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,新疆,新疆
双城,双城,shuangcheng,shuangcheng,哈尔滨市,哈尔滨市,黑龙江,黑龙江
星子县,星子,xingzixian,xingzi,九江市,九江市,江西,江西
自流井区,自流井,ziliujingqu,ziliujing,自贡市,自贡市,四川,四川
克拉玛依区,克拉玛依,kelamayiqu,kelamayi,克拉玛依市,克拉玛依市,新疆,新疆
铅山县,铅山,qianshanxian,qianshan,上饶市,上饶市,江西,江西
通河县,通河,tonghexian,tonghe,哈尔滨市,哈尔滨市,黑龙江,黑龙江
抚远市,抚远,fuyuanxian,fuyuan,佳木斯市,佳木斯市,黑龙江,黑龙江
策勒县,策勒,celexian,cele,和田地区,和田,新疆,新疆
沙雅县,沙雅,shayaxian,shaya,阿克苏地区,阿克苏,新疆,新疆
南票区,南票,nanpiaoqu,nanpiao,葫芦岛市,葫芦岛市,辽宁,辽宁
鄂伦春自治旗,鄂伦春自治旗,elunchunzizhiqi,elunchunzizhiqi,呼伦贝尔市,呼伦贝尔市,内蒙古,内蒙古
呼玛县,呼玛,humaxian,huma,大兴安岭地区,大兴安岭,黑龙江,黑龙江
靖州苗族侗族自治县,靖州苗族侗族,jingzhoumiaozudongzuzizhixian,jingzhoumiaozudongzu,怀化市,怀化市,湖南,湖南
亚东县,亚东,yadongxian,yadong,日喀则市,日喀则市,西藏,西藏
新和县,新和,xinhexian,xinhe,阿克苏地区,阿克苏,新疆,新疆
伊宁市,伊宁,yiningshi,yining,伊犁哈萨克自治州,伊犁哈萨克自治州,新疆,新疆
维西傈僳族自治县,维西傈僳族,weixilisuzuzizhixian,weixilisuzu,迪庆藏族自治州,迪庆藏族自治州,云南,云南
塔河县,塔河,tahexian,tahe,大兴安岭地区,大兴安岭,黑龙江,黑龙江
砚山县,砚山,yanshanxian,yanshan,文山壮族苗族自治州,文山壮族苗族自治州,云南,云南
牟定县,牟定,moudingxian,mouding,楚雄彝族自治州,楚雄彝族自治州,云南,云南
古田县,古田,gutianxian,gutian,宁德市,宁德市,福建,福建
复兴区,复兴,fuxingqu,fuxing,邯郸市,邯郸市,河北,河北
淇滨区,淇滨,qibinqu,qibin,鹤壁市,鹤壁市,河南,河南
成县,成县,chengxian,chengxian,陇南市,陇南市,甘肃,甘肃
凤山县,凤山,fengshanxian,fengshan,河池市,河池市,广西,广西
垫江县,垫江,dianjiangxian,dianjiang,重庆市,重庆市,重庆,重庆
江干区,江干,jiangganqu,jianggan,杭州市,杭州市,浙江,浙江
桃城区,桃城,taochengqu,taocheng,"衡水市 ","衡水市 ",河北,河北
上栗县,上栗,shanglixian,shangli,萍乡市,萍乡市,江西,江西
长武县,长武,changwuxian,changwu,咸阳市,咸阳市,陕西,陕西
长安区,长安区,qiaodongqu,qiaodong,石家庄市,石家庄市,河北,河北
七里河区,七里河,qilihequ,qilihe,兰州市,兰州市,甘肃,甘肃
东湖区,东湖,donghuqu,donghu,南昌市,南昌市,江西,江西
城西区,城西,chengxiqu,chengxi,西宁市,西宁市,青海,青海
双流区,双流,shuangliuxian,shuangliu,成都市,成都市,四川,四川
永春县,永春,yongchunxian,yongchun,泉州市,泉州市,福建,福建
贡山独龙族怒族自治县,贡山独龙族怒族,gongshandulongzunuzuzizhixian,gongshandulongzunuzu,怒江傈僳族自治州,怒江傈僳族自治州,云南,云南
郫县,郫县,pixian,pixian,成都市,成都市,四川,四川
乌当区,乌当,wudangqu,wudang,贵阳市,贵阳市,贵州,贵州
兴隆台区,兴隆台,xinglongtaiqu,xinglongtai,盘锦市,盘锦市,辽宁,辽宁
海州区,海州,haizhouqu,haizhou,阜新市,阜新市,辽宁,辽宁
红古区,红古,hongguqu,honggu,兰州市,兰州市,甘肃,甘肃
平安县,平安,pinganxian,pingan,海东市,海东,青海,青海
天长市,天长,tianchangshi,tianchang,滁州市,滁州市,安徽,安徽
仁和区,仁和,renhequ,renhe,攀枝花市,攀枝花市,四川,四川
铁东区,铁东,tiedongqu,tiedong,四平市,四平市,吉林,吉林
雨山区,雨山,yushanqu,yushan,马鞍山市,马鞍山市,安徽,安徽
平乐县,平乐,pinglexian,pingle,桂林市,桂林市,广西,广西
莱州市,莱州,laizhoushi,laizhou,烟台市,烟台市,山东,山东
杨浦区,杨浦,yangpuqu,yangpu,上海市,上海市,上海,上海
繁昌县,繁昌,fanchangxian,fanchang,芜湖市,芜湖市,安徽,安徽
花溪区,花溪区,xiaohequ,xiaohe,贵阳市,贵阳市,贵州,贵州
矿区,矿区,kuangqu,kuangqu,阳泉市,阳泉市,山西,山西
信宜市,信宜,xinyishi,xinyi,茂名市,茂名市,广东,广东
吴江区,吴江,wujiangshi,wujiang,苏州市,苏州市,江苏,江苏
铁西区,铁西,tiexiqu,tiexi,四平市,四平市,吉林,吉林
玉屏侗族自治县,玉屏侗族,yupingdongzuzizhixian,yupingdongzu,铜仁市,铜仁市,贵州,贵州
平乡县,平乡,pingxiangxian,pingxiang,邢台市,邢台市,河北,河北
邹城市,邹城,zouchengshi,zoucheng,济宁市,济宁市,山东,山东
甘南县,甘南,gannanxian,gannan,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
银海区,银海,yinhaiqu,yinhai,北海市,北海市,广西,广西
凭祥市,凭祥,pingxiangshi,pingxiang,崇左市,崇左市,广西,广西
天柱县,天柱,tianzhuxian,tianzhu,黔东南苗族侗族自治州,黔东南苗族侗族自治州,贵州,贵州
顺河回族区,顺河回族,shunhehuizuqu,shunhehuizu,开封市,开封市,河南,河南
平陆县,平陆,pingluxian,pinglu,运城市,运城市,山西,山西
关岭布依族苗族自治县,关岭布依族苗族,guanlingbuyizumiaozuzizhixian,guanlingbuyizumiaozu,安顺市,安顺市,贵州,贵州
册亨县,册亨,cehengxian,ceheng,黔西南布依族苗族自治州,黔西南布依族苗族自治州,贵州,贵州
电白区,电白,dianbaiqu,dianbai,茂名市,茂名市,广东,广东
天心区,天心,tianxinqu,tianxin,长沙市,长沙市,湖南,湖南
新荣区,新荣,xinrongqu,xinrong,大同市,大同市,山西,山西
阳朔县,阳朔,yangshuoxian,yangshuo,桂林市,桂林市,广西,广西
蒲县,蒲县,puxian,puxian,临汾市,临汾市,山西,山西
岐山县,岐山,qishanxian,qishan,宝鸡市,宝鸡市,陕西,陕西
顺平县,顺平,shunpingxian,shunping,保定市,保定市,河北,河北
源城区,源城,yuanchengqu,yuancheng,河源市,河源市,广东,广东
顺昌县,顺昌,shunchangxian,shunchang,南平市,南平市,福建,福建
清浦区,清浦,qingpuqu,qingpu,淮安市,淮安市,江苏,江苏
浦江县,浦江,pujiangxian,pujiang,金华市,金华市,浙江,浙江
江都区,江都,jiangdouqu,jiangdou,扬州市,扬州市,江苏,江苏
滨江区,滨江,binjiangqu,binjiang,杭州市,杭州市,浙江,浙江
三都水族自治县,三都水族,sandoushuizuzizhixian,sandoushuizu,黔南布依族苗族自治州,黔南布依族苗族自治州,贵州,贵州
北辰区,北辰,beichenqu,beichen,天津市,天津市,天津,天津
铜官山区,铜官山,tongguanshanqu,tongguanshan,铜陵市,铜陵市,安徽,安徽
普兰县,普兰,pulanxian,pulan,阿里地区,阿里,西藏,西藏
云岩区,云岩,yunyanqu,yunyan,贵阳市,贵阳市,贵州,贵州
新津县,新津,xinjinxian,xinjin,成都市,成都市,四川,四川
昌江黎族自治县,昌江黎族,changjianglizuzizhixian,changjianglizu,昌江黎族自治县,昌江黎族自治县,海南,海南
浑江区,浑江,hunjiangqu,hunjiang,白山市,白山市,吉林,吉林
蕉城区,蕉城,jiaochengqu,jiaocheng,宁德市,宁德市,福建,福建
石台县,石台,shitaixian,shitai,池州市,池州市,安徽,安徽
爱辉区,爱辉,aihuiqu,aihui,黑河市,黑河市,黑龙江,黑龙江
焉耆回族自治县,焉耆回族,yanqihuizuzizhixian,yanqihuizu,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,新疆,新疆
化德县,化德,huadexian,huade,乌兰察布市,乌兰察布市,内蒙古,内蒙古
古城区,古城,guchengqu,gucheng,丽江市,丽江市,云南,云南
泉山区,泉山,quanshanqu,quanshan,徐州市,徐州市,江苏,江苏
大理市,大理,dalishi,dali,大理白族自治州,大理白族自治州,云南,云南
缙云县,缙云,jinyunxian,jinyun,丽水市,丽水市,浙江,浙江
璧山区,璧山,bishanxian,bishan,重庆市,重庆市,重庆,重庆
修武县,修武,xiuwuxian,xiuwu,焦作市,焦作市,河南,河南
宝山区,宝山,baoshanqu,baoshan,双鸭山市,双鸭山市,黑龙江,黑龙江
东安区,东安,donganqu,dongan,牡丹江市,牡丹江市,黑龙江,黑龙江
双鸭山,双鸭山,shuangyashan,shuangyashan,双鸭山市,双鸭山市,黑龙江,黑龙江
富锦市,富锦,fujinshi,fujin,佳木斯市,佳木斯市,黑龙江,黑龙江
寻甸回族彝族自治县,寻甸回族彝族,xundianhuizuyizuzizhixian,xundianhuizuyizu,昆明市,昆明市,云南,云南
王益区,王益,wangyiqu,wangyi,铜川市,铜川市,陕西,陕西
高淳区,高淳,gaochunxian,gaochun,南京市,南京市,江苏,江苏
大厂回族自治县,大厂回族,dachanghuizuzizhixian,dachanghuizu,廊坊市,廊坊市,河北,河北
太子河区,太子河,taizihequ,taizihe,辽阳市,辽阳市,辽宁,辽宁
哈巴河县,哈巴河,habahexian,habahe,阿勒泰地区,阿勒泰,新疆,新疆
福海县,福海,fuhaixian,fuhai,阿勒泰地区,阿勒泰,新疆,新疆
上蔡县,上蔡,shangcaixian,shangcai,驻马店市,驻马店市,河南,河南
特克斯县,特克斯,tekesixian,tekesi,伊犁哈萨克自治州,伊犁哈萨克自治州,新疆,新疆
泊头市,泊头,botoushi,botou,沧州市,沧州市,河北,河北
金平区,金平,jinpingqu,jinping,汕头市,汕头市,广东,广东
芝罘区,芝罘,zhifuqu,zhifu,烟台市,烟台市,山东,山东
港北区,港北,gangbeiqu,gangbei,贵港市,贵港市,广西,广西
沿河土家族自治县,沿河土家族,yanhetujiazuzizhixian,yanhetujiazu,铜仁市,铜仁市,贵州,贵州
鱼峰区,鱼峰,yufengqu,yufeng,柳州市,柳州市,广西,广西
港口区,港口,gangkouqu,gangkou,防城港市,防城港市,广西,广西
柯坪县,柯坪,kepingxian,keping,阿克苏地区,阿克苏,新疆,新疆
歙县,歙县,xixian,xixian,黄山市,黄山市,安徽,安徽
资阳区,资阳,ziyangqu,ziyang,益阳市,益阳市,湖南,湖南
巴楚县,巴楚,bachuxian,bachu,喀什地区,喀什,新疆,新疆
温宿县,温宿,wensuxian,wensu,阿克苏地区,阿克苏,新疆,新疆
塔城市,塔城,tachengshi,tacheng,塔城地区,塔城,新疆,新疆
富蕴县,富蕴,fuyunxian,fuyun,阿勒泰地区,阿勒泰,新疆,新疆
吉木乃县,吉木乃,jimunaixian,jimunai,阿勒泰地区,阿勒泰,新疆,新疆
徽州区,徽州,huizhouqu,huizhou,黄山市,黄山市,安徽,安徽
江永县,江永,jiangyongxian,jiangyong,永州市,永州市,湖南,湖南
新县,新县,xinxian,xinxian,信阳市,信阳市,河南,河南
海勃湾区,海勃湾,haibowanqu,haibowan,乌海市,乌海市,内蒙古,内蒙古
义马市,义马,yimashi,yima,三门峡市,三门峡市,河南,河南
广昌县,广昌,guangchangxian,guangchang,抚州市,抚州市,江西,江西
顺城区,顺城,shunchengqu,shuncheng,抚顺市,抚顺市,辽宁,辽宁
丰满区,丰满,fengmanqu,fengman,吉林市,吉林市,吉林,吉林
同江,同江,tongjiang,tongjiang,佳木斯市,佳木斯市,黑龙江,黑龙江
大东区,大东,dadongqu,dadong,沈阳市,沈阳市,辽宁,辽宁
湖滨区,湖滨,hubinqu,hubin,三门峡市,三门峡市,河南,河南
市辖区,市辖,shixiaqu,shixia,嘉峪关市,嘉峪关市,甘肃,甘肃
伊春区,伊春,yichunqu,yichun,伊春市,伊春市,黑龙江,黑龙江
乌马河区,乌马河,wumahequ,wumahe,伊春市,伊春市,黑龙江,黑龙江
崇明区,崇明,chongmingqu,chongming,上海市,上海市,上海,上海
东山县,东山,dongshanxian,dongshan,漳州市,漳州市,福建,福建
岚山区,岚山,lanshanqu,lanshan,日照市,日照市,山东,山东
椒江区,椒江,jiaojiangqu,jiaojiang,台州市,台州市,浙江,浙江
义县,义县,yixian,yixian,锦州市,锦州市,辽宁,辽宁
分宜县,分宜,fenyixian,fenyi,新余市,新余市,江西,江西
乾安县,乾安,qiananxian,qianan,松原市,松原市,吉林,吉林
克东县,克东,kedongxian,kedong,齐齐哈尔市,齐齐哈尔市,黑龙江,黑龙江
白银区,白银,baiyinqu,baiyin,白银市,白银市,甘肃,甘肃
勃利县,勃利,bolixian,boli,七台河市,七台河市,黑龙江,黑龙江
上虞,上虞,shangyu,shangyu,绍兴市,绍兴市,浙江,浙江
集美区,集美,jimeiqu,jimei,厦门市,厦门市,福建,福建
融安县,融安,ronganxian,rongan,柳州市,柳州市,广西,广西
郊区,郊区,jiaoqu,jiaoqu,铜陵市,铜陵市,安徽,安徽
环翠区,环翠,huancuiqu,huancui,威海市,威海市,山东,山东
翁牛特旗,翁牛特旗,wengniuteqi,wengniuteqi,赤峰市,赤峰市,内蒙古,内蒙古
宜丰县,宜丰,yifengxian,yifeng,宜春市,宜春市,江西,江西
赛罕区,赛罕,saihanqu,saihan,呼和浩特市,呼和浩特市,内蒙古,内蒙古
阿勒泰市,阿勒泰,aletaishi,aletai,阿勒泰地区,阿勒泰,新疆,新疆
东兰县,东兰,donglanxian,donglan,河池市,河池市,广西,广西
大渡口区,大渡口,dadukouqu,dadukou,重庆市,重庆市,重庆,重庆
且末县,且末,qiemoxian,qiemo,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,新疆,新疆
秦淮区,秦淮,qinhuaiqu,qinhuai,南京市,南京市,江苏,江苏
海港区,海港,haigangqu,haigang,秦皇岛市,秦皇岛市,河北,河北
禹会区,禹会,yuhuiqu,yuhui,蚌埠市,蚌埠市,安徽,安徽
张湾区,张湾,zhangwanqu,zhangwan,十堰市,十堰市,湖北,湖北
海盐县,海盐,haiyanxian,haiyan,嘉兴市,嘉兴市,浙江,浙江
港闸区,港闸,gangzhaqu,gangzha,南通市,南通市,江苏,江苏
汉阳区,汉阳,hanyangqu,hanyang,武汉市,武汉市,湖北,湖北
沁阳市,沁阳,qinyangshi,qinyang,焦作市,焦作市,河南,河南
博乐市,博乐,boleshi,bole,博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,新疆,新疆
刚察县,刚察,gangchaxian,gangcha,海北藏族自治州,海北藏族自治州,青海,青海
海晏县,海晏,haiyanxian,haiyan,海北藏族自治州,海北藏族自治州,青海,青海
青河县,青河,qinghexian,qinghe,阿勒泰地区,阿勒泰,新疆,新疆
五家渠市,五家渠,wujiaqushi,wujiaqu,五家渠市,五家渠市,新疆,新疆
天宁区,天宁,tianningqu,tianning,常州市,常州市,江苏,江苏
莲湖区,莲湖,lianhuqu,lianhu,西安市,西安市,陕西,陕西
