province_clean,zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin
jiangsū,jiangsu,hailing district,jiangsu指江苏。hailing district指江苏泰州的海陵区，所属地级行政是泰州市，全称泰州市，简称泰州。海陵区全称海陵区，简称海陵,江苏,泰州市,泰州,海陵区,海陵,江苏拼音jiangsū，泰州市拼音taizhoushi，泰州拼音taizhou，海陵区拼音hailingqu，海陵拼音hailing,jiangsū,taizhoushi,taizhou,hailingqu,hailing,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu
jiangsu,jiangsu,jiangyan district,jiangsu指江苏。jiangyan district指江苏泰州的姜堰区，所属地级行政是泰州市，全称泰州市，简称泰州。姜堰区全称姜堰区，简称姜堰,江苏,泰州市,泰州,姜堰区,姜堰,江苏拼音jiangs u，泰州市拼音taizhoushi，泰州拼音taizhou，姜堰区拼音jiangyanqu，姜堰拼音jiangyan,jiangs u,taizhoushi,taizhou,jiangyanqu,jiangyan,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu
zhejiang,zhejiang,huangyan,zhejiang指浙江。huangyan指浙江台州的黄岩区，所属地级行政是台州市，全称台州市，简称台州。黄岩区全称黄岩区，简称黄岩,浙江,台州市,台州,黄岩区,黄岩,浙江拼音zhejiang，台州市拼音taizhoushi，台州拼音taizhou，黄岩区拼音huangyanqu，黄岩拼音huangyan,zhejiang,taizhoushi,taizhou,huangyanqu,huangyan,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu
jiangsū,jiangsu,hailing district,jiangsu指江苏。hailing district指江苏泰州的海陵区，所属地级行政是泰州市，全称泰州市，简称泰州。海陵区全称海陵区，简称海陵,江苏,泰州市,泰州,海陵区,海陵,江苏拼音jiangsū，泰州市拼音taizhoushi，泰州拼音taizhou，海陵区拼音hailingqu，海陵拼音hailing,jiangsū,taizhoushi,taizhou,hailingqu,hailing,浙江省,浙江,台州市,台州,taizhoushi,Taizhou,Zhejiang
jiangsu,jiangsu,jiangyan district,jiangsu指江苏。jiangyan district指江苏泰州的姜堰区，所属地级行政是泰州市，全称泰州市，简称泰州。姜堰区全称姜堰区，简称姜堰,江苏,泰州市,泰州,姜堰区,姜堰,江苏拼音jiangs u，泰州市拼音taizhoushi，泰州拼音taizhou，姜堰区拼音jiangyanqu，姜堰拼音jiangyan,jiangs u,taizhoushi,taizhou,jiangyanqu,jiangyan,浙江省,浙江,台州市,台州,taizhoushi,Taizhou,Zhejiang
zhejiang,zhejiang,huangyan,zhejiang指浙江。huangyan指浙江台州的黄岩区，所属地级行政是台州市，全称台州市，简称台州。黄岩区全称黄岩区，简称黄岩,浙江,台州市,台州,黄岩区,黄岩,浙江拼音zhejiang，台州市拼音taizhoushi，台州拼音taizhou，黄岩区拼音huangyanqu，黄岩拼音huangyan,zhejiang,taizhoushi,taizhou,huangyanqu,huangyan,浙江省,浙江,台州市,台州,taizhoushi,Taizhou,Zhejiang
tianjin,tianjin,heping district,tianjin指天津。heping district指天津的和平区，所属地级行政是天津市，全称天津市，简称天津。和平区全称和平区，简称和平,天津,天津市,天津,和平区,和平,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，和平区拼音hepingqu，和平拼音heping,tianjin,tianjinshi,tianjin,hepingqu,heping,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,liulin,"tianjin指天津。liulin指天津的柳林街道，所属地级行政是天津市，全称天津市，简称天津。柳林街道, 简称柳林，填充到区。",天津,天津市,天津,柳林街道,柳林,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，柳林街道拼音liulinjiedao，柳林拼音liulin,tianjin,tianjinshi,tianjin,liulinjiedao,liulin,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,dawangzhuang subdistrict,tianjin指天津。dawangzhuang subdistrict指天津的大王庄街道，所属地级行政是天津市，全称天津市，简称天津。大王庄街道所属河东区，全称河东区，简称河东,天津,天津市,天津,河东区,河东,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，河东区拼音hedongqu，河东拼音hedong,tianjin,tianjinshi,tianjin,hedongqu,hedong,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,nankai district,tianjin指天津。nankai district指天津的南开区，南开区全称南开区，简称南开,天津,天津市,天津,南开区,南开,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，南开区拼音nankaiqu，南开拼音nankai,tianjin,tianjinshi,tianjin,nankaiqu,nankai,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin
tianjin,tianjin,heping district,tianjin指天津。heping district指天津的和平区，所属地级行政是天津市，全称天津市，简称天津。和平区全称和平区，简称和平,天津,天津市,天津,和平区,和平,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，和平区拼音hepingqu，和平拼音heping,tianjin,tianjinshi,tianjin,hepingqu,heping,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
tianjin,tianjin,liulin,"tianjin指天津。liulin指天津的柳林街道，所属地级行政是天津市，全称天津市，简称天津。柳林街道, 简称柳林，填充到区。",天津,天津市,天津,柳林街道,柳林,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，柳林街道拼音liulinjiedao，柳林拼音liulin,tianjin,tianjinshi,tianjin,liulinjiedao,liulin,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
tianjin,tianjin,dawangzhuang subdistrict,tianjin指天津。dawangzhuang subdistrict指天津的大王庄街道，所属地级行政是天津市，全称天津市，简称天津。大王庄街道所属河东区，全称河东区，简称河东,天津,天津市,天津,河东区,河东,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，河东区拼音hedongqu，河东拼音hedong,tianjin,tianjinshi,tianjin,hedongqu,hedong,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
tianjin,tianjin,nankai district,tianjin指天津。nankai district指天津的南开区，南开区全称南开区，简称南开,天津,天津市,天津,南开区,南开,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，南开区拼音nankaiqu，南开拼音nankai,tianjin,tianjinshi,tianjin,nankaiqu,nankai,天津市,天津,天津市,天津,tianjinshi,TIANJINTIENTSIN,Tianjin
jilin,jilin,meihekou,jilin指吉林。meihekou指吉林的梅河口市，梅河口市是县级市，所属地级行政区是通化市，全称通化市，简称通化。梅河口市的全称是梅河口市，简称梅河口，填充到区。,吉林,通化市,通化,梅河口市,梅河口,吉林拼音jilin，通化市拼音tonghuashi，通化拼音tonghua，梅河口市拼音meihékǒushì，梅河口拼音meihékou,jilin,tonghuashi,tonghua,meihékǒushì,meihékou,吉林省,吉林,通化市,通化,tonghuashi,Tonghua,Jilin
inner mongolia,inner mongolia,horqin zuoyi zhongqi,inner mongolia指内蒙古。horqin zuoyi zhongqi指内蒙古的科尔沁左翼中旗，科尔沁左翼中旗是县级行政区，所属地级行政区是通辽市，全称通辽市，简称通辽。科尔沁左翼中旗全称科尔沁左翼中旗，简称科左中旗,内蒙古,通辽市,通辽,科尔沁左翼中旗,科左中旗,内蒙古拼音neimenggu，通辽市拼音tongliaoshi，通辽拼音tongliao，科尔沁左翼中旗拼音keerqinzuoyizhongqi，科左中旗拼音kezuozhongqi,neimenggu,tongliaoshi,tongliao,keerqinzuoyizhongqi,keziuzhongqi,内蒙古自治区,内蒙古,通辽市,通辽,tongliaoshi,Tongliao,Inner Mongolia
shandong,shandong,weicheng district,shandong指山东。weicheng district指山东潍坊市的潍城区，全称潍城区，简称潍城,山东,潍坊市,潍坊,潍城区,潍城,山东拼音shandong，潍坊市拼音weifangshi，潍坊拼音weifang，潍城区拼音weichengqu，潍城拼音weicheng,shandong,weifangshi,weifang,weichengqu,weicheng,山东省,山东,潍坊市,潍坊,weifangshi,Weifang,Shandong
shandong,shandong,huancui district,shandong指山东。huancui district指山东威海的环翠区，所属地级行政是威海市，全称威海市，简称威海。环翠区全称环翠区，简称环翠,山东,威海市,威海,环翠区,环翠,山东拼音shandong，威海市拼音weihaisi，威海拼音wei hai，环翠区拼音huancuiqu，环翠拼音huancui,shandong,weihaisi,weihai,huancuiqu,huancui,山东省,山东,威海市,威海,weihaishi,Weihai,Shandong
zhejiang,zhejiang,lucheng district,zhejiang指浙江。lucheng district指浙江温州的鹿城区，所属地级行政是温州市，全称温州市，简称温州。鹿城区全称鹿城区，简称鹿城,浙江,温州市,温州,鹿城区,鹿城,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，鹿城区拼音luchengqu，鹿城拼音lucheng,zhejiang,wenzhoushi,wenzhou,luchengqu,lucheng,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang
zhejiang,zhejiang,lubei subdistrict,zhejiang指浙江。lubei subdistrict指浙江温州市的龙湾区的蒲州街道，所属地级行政是温州市，全称温州市，简称温州。蒲州街道所在的龙湾区，全称龙湾区，简称龙湾，填充到区。,浙江,温州市,温州,龙湾区,龙湾,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，龙湾区拼音longwanqu，龙湾拼音longwan,zhejiang,wenzhoushi,wenzhou,longwanqu,longwan,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang
zhejiang,zhejiang,longwan district,zhejiang指浙江。longwan district指浙江温州的龙湾区，所属地级行政是温州市，全称温州市，简称温州。龙湾区全称龙湾区，简称龙湾,浙江,温州市,温州,龙湾区,龙湾,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，龙湾区拼音longwanqu，龙湾拼音longwan,zhejiang,wenzhoushi,wenzhou,longwanqu,longwan,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang
inner mongolia,inner mongolia,haibowan district,inner mongolia指内蒙古。haibowan district指内蒙古的乌海市海勃湾区，所属地级行政是乌海市，全称乌海市，简称乌海。海勃湾区全称海勃湾区，简称海勃湾,内蒙古,乌海市,乌海,海勃湾区,海勃湾,内蒙古拼音neimenggu，乌海市拼音wuhai shi，乌海拼音wuhai，海勃湾区拼音haibowanqu，海勃湾拼音haibowan,neimenggu,wuhai shi,wuhai,haibowanqu,haibowan,内蒙古自治区,内蒙古,乌海市,乌海,wuhaishi,Wuhai,Inner Mongolia
hubei,hubei,jiangxia district,hubei指湖北。jiangxia district指湖北武汉市的江夏区，所属地级行政区是武汉市，全称武汉市，简称武汉。江夏区的全称是江夏区，简称江夏,湖北,武汉市,武汉,江夏区,江夏,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，江夏区拼音jiangxiaqu，江夏拼音jiangxia,hubei,wuhanshi,wuhan,jiangxiaqu,jiangxia,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei
hubei,hubei,wuchang district,hubei指湖北。wuchang district指湖北武汉的武昌区，所属地级行政是武汉市，全称武汉市，简称武汉。武昌区全称武昌区，简称武昌,湖北,武汉市,武汉,武昌区,武昌,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，武昌区拼音wuchangqu，武昌拼音wuchang,hubei,wuhanshi,wuhan,wuchangqu,wuchang,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei
hubei,hubei,hongshan district,hubei指湖北。hongshan district指湖北武汉的洪山区，所属地级行政是武汉市，全称武汉市，简称武汉。洪山区全称洪山区，简称洪山,湖北,武汉市,武汉,洪山区,洪山,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，洪山区拼音hongshanqu，洪山拼音hongshan,hubei,wuhanshi,wuhan,hongshanqu,hongshan,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei
anhui,anhui,jiujiang district,anhui指安徽。jiujiang district指安徽芜湖的鸠江区，所属地级行政是芜湖市，全称芜湖市，简称芜湖。鸠江区全称鸠江区，简称鸠江,安徽,芜湖市,芜湖,鸠江区,鸠江,安徽拼音anhui，芜湖市拼音wuhushi，芜湖拼音wuhu，鸠江区拼音jiujiangqu，鸠江拼音jiujiang,anhui,wuhushi,wuhu,jiujiangqu,jiujiang,安徽省,安徽,芜湖市,芜湖,wuhushi,Wuhu,Anhui
anhui,anhui,jinghu district,anhui指安徽。jinghu district指安徽芜湖的镜湖区，镜湖区是地级行政区芜湖市的下辖区，全称芜湖市，简称芜湖。镜湖区全称镜湖区，简称镜湖,安徽,芜湖市,芜湖,镜湖区,镜湖,安徽拼音anhui，芜湖市拼音wuhushi，芜湖拼音wuhu，镜湖区拼音jinghuqu，镜湖拼音jinghu,anhui,wuhushi,wuhu,jinghuqu,jinghu,安徽省,安徽,芜湖市,芜湖,wuhushi,Wuhu,Anhui
inner mongolia,inner mongolia,qahar youyi zhongqi,inner mongolia指内蒙古。qahar youyi zhongqi指内蒙古的察哈尔右翼中旗，所属地级行政区是乌兰察布市，全称乌兰察布市，简称乌兰察布。察哈尔右翼中旗的全称是察哈尔右翼中旗，简称察右中旗，填充到区,内蒙古,乌兰察布市,乌兰察布,察哈尔右翼中旗,察右中旗,内蒙古拼音neimenggu，乌兰察布市拼音wulanchabushi，乌兰察布拼音wulanchabu，察哈尔右翼中旗拼音chaheeryouyizhongqi，察右中旗拼音chayouzhongqi,neimenggu,wulanchabushi,wulanchabu,chaheeryouyizhongqi,chayouzhongqi,内蒙古自治区,内蒙古,乌兰察布市,乌兰察布,wulanchabushi,Ulanqab,Inner Mongolia
gansu,gansu,liangzhou district,gansu指甘肃。liangzhou district指甘肃的武威市凉州区，所属地级行政是武威市，全称武威市，简称武威。凉州区全称凉州区，简称凉州,甘肃,武威市,武威,凉州区,凉州,甘肃拼音gansu，武威市拼音wuweishi，武威拼音wuwei，凉州区拼音liangzhouqu，凉州拼音liangzhou,gansu,wuweishi,wuwei,liangzhouqu,liangzhou,甘肃省,甘肃,武威市,武威,wuweishi,Wuwei,Gansu
jiangsu,jiangsu,binhu district,jiangsu指江苏。binhu district指江苏无锡的滨湖区，所属地级行政是无锡市，全称无锡市，简称无锡。滨湖区全称滨湖区，简称滨湖,江苏,无锡市,无锡,滨湖区,滨湖,江苏拼音jiangsu，无锡市拼音wuxishi，无锡拼音wuxi，滨湖区拼音binhuqu，滨湖拼音binhu,jiangsu,wuxishi,wuxi,binhuqu,binhu,江苏省,江苏,无锡市,无锡,wuxishi,Wuxi,Jiangsu
jiangsu,jiangsu,jiangyin,jiangsu指江苏。jiangyin指江苏的江阴市，江阴市是县级市，所属地级行政区是无锡市，全称无锡市，简称无锡。江阴市的全称是江阴市，简称江阴，填充到区。,江苏,无锡市,无锡,江阴市,江阴,江苏拼音jiangs u，无锡市拼音wuxishi，无锡拼音wuxi，江阴市拼音jiangy inshi，江阴拼音jiangyin,jiangs u,wuxishi,wuxi,jiangy inshi,jiangyin,江苏省,江苏,无锡市,无锡,wuxishi,Wuxi,Jiangsu
fujian,fujian,siming district,fujian指福建。siming district指福建厦门的思明区，所属地级行政是厦门市，全称厦门市，简称厦门。思明区全称思明区，简称思明,福建,厦门市,厦门,思明区,思明,福建拼音fujian，厦门市拼音xiamenshi，厦门拼音xiamen，思明区拼音simingqu，思明拼音siming,fujian,xiamenshi,xiamen,simingqu,siming,福建省,福建,厦门市,厦门,xiamenshi,Xiamen,Fujian
hubei,hubei,laohekou,hubei指湖北。laohekou指湖北的老河口市，老河口市是县级市，所属地级行政区是襄阳市，全称襄阳市，简称襄阳。老河口市全称老河口市，简称老河口，填充到区。,湖北,襄阳市,襄阳,老河口市,老河口,湖北拼音hubei，襄阳市拼音xiangyangshi，襄阳拼音xiangyang，老河口市拼音laohekoushi，老河口拼音laohekou,hubei,xiangyangshi,xiangyang,laohekoushi,laohekou,湖北省,湖北,襄阳市,襄阳,xiangyangshi,Xiangyang,Hubei
hubei,hubei,huajia,hubei指湖北。huajia指湖北的嘉鱼县，嘉鱼县隶属于咸宁市，全称咸宁市，简称咸宁。嘉鱼县全称嘉鱼县，简称嘉鱼，填充到区,湖北,咸宁市,咸宁,嘉鱼县,嘉鱼,湖北拼音hubei，咸宁市拼音xianningshi，咸宁拼音xianning，嘉鱼县拼音jiayuxian，嘉鱼拼音jiayu,hubei,xianningshi,xianning,jiayuxian,jiayu,湖北省,湖北,咸宁市,咸宁,xianningshi,Xianning,Hubei
shanxi,shaanxi,baqiao district,shaanxi指陕西。baqiao district指陕西的灞桥区，所属地级行政区是西安市，全称西安市，简称西安。灞桥区全称灞桥区，简称灞桥，填充到区。,陕西,西安市,西安,灞桥区,灞桥,陕西拼音shanxi，西安市拼音xian shi，西安拼音xian，灞桥区拼音baqiaoqu，灞桥拼音baqiao,shanxi,xian shi,xian,baqiaoqu,baqiao,陕西省,陕西,西安市,西安,xianshi,Xi'an,Shaanxi
shanxi,shaanxi,xi an,shaanxi指陕西。xi an指陕西的西安市，西安市是地级行政区，全称西安市，简称西安。输入没有提供地区名，填充为null。,陕西,西安市,西安,null,null,陕西拼音shanxi，西安市拼音xianxiashi，西安拼音xian，null非中文返回null，null非中文返回null,shanxi,xianxiashi,xian,null,null,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi
shanxi,shaanxi,baqiao district,shaanxi指陕西。baqiao district指陕西的灞桥区，所属地级行政区是西安市，全称西安市，简称西安。灞桥区全称灞桥区，简称灞桥，填充到区。,陕西,西安市,西安,灞桥区,灞桥,陕西拼音shanxi，西安市拼音xian shi，西安拼音xian，灞桥区拼音baqiaoqu，灞桥拼音baqiao,shanxi,xian shi,xian,baqiaoqu,baqiao,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi
shanxi,shaanxi,chang an district,shaanxi指陕西。chang an district指陕西西安的长安区，所属地级行政是西安市，全称西安市，简称西安。长安区全称长安区，简称长安,陕西,西安市,西安,长安区,长安,陕西拼音shanxi，西安市拼音xian，西安拼音xian，长安区拼音changanqu，长安拼音changan,shanxi,xian,xian,changanqu,changan,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi
shanxi,shaanxi,sanyuan,shaanxi指陕西。sanyuan指陕西的三原县，所属地级行政区是咸阳市，全称咸阳市，简称咸阳。三原县全称三原县，简称三原,陕西,咸阳市,咸阳,三原县,三原,陕西拼音shanxi，咸阳市拼音xianyangshi，咸阳拼音xianyang，三原县拼音sanyuanxian，三原拼音sanyuan,shanxi,xianyangshi,xianyang,sanyuanxian,sanyuan,陕西省,陕西,咸阳市,咸阳,xianyangshi,Xianyang,Shaanxi
shanxi,shaanxi,qindu district,shaanxi指陕西。qindu district指陕西咸阳的秦都区，所属地级行政是咸阳市，全称咸阳市，简称咸阳。秦都区全称秦都区，简称秦都,陕西,咸阳市,咸阳,秦都区,秦都,陕西拼音shanxi，咸阳市拼音xianyangshi，咸阳拼音xianyang，秦都区拼音qinduqu，秦都拼音qindu,shanxi,xianyangshi,xianyang,qinduqu,qindu,陕西省,陕西,咸阳市,咸阳,xianyangshi,Xianyang,Shaanxi
inner mongolia,inner mongolia,jalaid qi,inner mongolia指内蒙古。jalaid qi指内蒙古兴安盟的扎赉特旗，所属地级行政是兴安盟，全称兴安盟，简称兴安。扎赉特旗全称扎赉特旗，简称扎赉特,内蒙古,兴安盟,兴安,扎赉特旗,扎赉特,内蒙古拼音neimenggu，兴安盟拼音xinganmeng，兴安拼音xingan，扎赉特旗拼音zhalaiteqi，扎赉特拼音zhalaite,neimenggu,xinganmeng,xingan,zhalaiteqi,zhalaite,内蒙古自治区,内蒙古,兴安盟,兴安盟,xinganmeng,Hinggan,Inner Mongolia
qinghai,qinghai,xining,qinghai指青海。xining指青海的西宁市，西宁市是地级行政区，全称西宁市，简称西宁。输入没有提供地区名，填充为null。,青海,西宁市,西宁,null,null,青海拼音qinghai，西宁市拼音xiningshi，西宁拼音xining，null非中文返回null，null非中文返回null,qinghai,xiningshi,xining,null,null,青海省,青海,西宁市,西宁,xiningshi,Xining,Qinghai
henan,henan,xinxiang,henan指河南。xinxiang指河南的新乡市，新乡市是地级行政区，全称新乡市，简称新乡。输入没有提供地区名，填充为null。,河南,新乡市,新乡,null,null,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，null非中文返回null，null非中文返回null,henan,xinxiangshi,xinxiang,null,null,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan
henan,henan,huixian,henan指河南。huixian指河南的辉县市，辉县市所属地级行政区是新乡市，全称新乡市，简称新乡。辉县市全称辉县市，简称辉县，填充到区。,河南,新乡市,新乡,辉县市,辉县,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，辉县市拼音huixianshi，辉县拼音huixian,henan,xinxiangshi,xinxiang,huixianshi,huixian,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan
henan,henan,huojia,henan指河南。huojia指河南的获嘉县，获嘉县是县级行政区，所属地级行政区是新乡市，全称新乡市，简称新乡。获嘉县的全称是获嘉县，简称获嘉，填充到区。,河南,新乡市,新乡,获嘉县,获嘉,河南拼音henan，新乡市拼音xinxiangshi，新乡拼音xinxiang，获嘉县拼音huojia xian，获嘉拼音huojia,henan,xinxiangshi,xinxiang,huojia xian,huojia,河南省,河南,新乡市,新乡,xinxiangshi,Xinxiang,Henan
jiangsū,jiangsu,yangzhou,jiangsu指江苏。yangzhou指江苏的扬州市，扬州市是地级行政区，全称扬州市，简称扬州。输入没有提供地区名，填充为null。,江苏,扬州市,扬州,null,null,江苏拼音jiangsū，扬州市拼音yangzhoushi，扬州拼音yangzhou，null非中文返回null，null非中文返回null,jiangsū,yangzhoushi,yangzhou,null,null,江苏省,江苏,扬州市,扬州,yangzhoushi,Yangzhou,Jiangsu
jiangsu,jiangsu,wangxiang,jiangsu指江苏。wangxiang指江苏扬州市的江都区的王巷村，所属地级行政是扬州市，全称扬州市，简称扬州。王巷村所在的江都区，全称江都区，简称江都，填充到区。,江苏,扬州市,扬州,江都区,江都,江苏拼音jiangsu，扬州市拼音yangzhoushi，扬州拼音yangzhou，江都区拼音jiangduqu，江都拼音jiangdu,jiangsu,yangzhoushi,yangzhou,jiangduqu,jiangdu,江苏省,江苏,扬州市,扬州,yangzhoushi,Yangzhou,Jiangsu
sichuan,sichuan,cuiping district,sichuan指四川。cuiping district指四川的翠屏区，所属地级行政是宜宾市，全称宜宾市，简称宜宾。翠屏区全称翠屏区，简称翠屏,四川,宜宾市,宜宾,翠屏区,翠屏,四川拼音sichuan，宜宾市拼音yibinshi，宜宾拼音yibin，翠屏区拼音cuipingqu，翠屏拼音cuiping,sichuan,yibinshi,yibin,cuipingqu,cuiping,四川省,四川,宜宾市,宜宾,yibinshi,Yibin,Sichuan
hubei,hubei,wufeng tujiazu aut county,hubei指湖北。wufeng tujiazu aut county指湖北的五峰土家族自治县，所属地级行政区是宜昌市，全称宜昌市，简称宜昌。五峰土家族自治县全称五峰土家族自治县，简称五峰，填充到区。,湖北,宜昌市,宜昌,五峰土家族自治县,五峰,湖北拼音hubei，宜昌市拼音yichangshi，宜昌拼音yichang，五峰土家族自治县拼音wufeng tujiazuzizhixian，五峰拼音wufeng,hubei,yichangshi,yichang,wufeng tujiazuzizhixian,wufeng,湖北省,湖北,宜昌市,宜昌,yichangshi,Yichang,Hubei
hubei,hubei,wujiaxi,hubei指湖北。wujiaxi指湖北的伍家岗区，所属地级行政是宜昌市，全称宜昌市，简称宜昌。伍家岗区全称伍家岗区，简称伍家岗,湖北,宜昌市,宜昌,伍家岗区,伍家岗,湖北拼音hubei，宜昌市拼音yichangshi，宜昌拼音yichang，伍家岗区拼音wujjiagangqu，伍家岗拼音wujjiagang,hubei,yichangshi,yichang,wujjiagangqu,wujjiagang,湖北省,湖北,宜昌市,宜昌,yichangshi,Yichang,Hubei
xinjiang,xinjiang uygur,kekedala,xinjiang uygur指新疆维吾尔自治区。kekedala指新疆的可克达拉市，可克达拉市是县级市，所属地级行政区是伊犁哈萨克自治州，全称伊犁哈萨克自治州，简称伊犁。可克达拉市全称可克达拉市，简称可克达拉，填充到区。,新疆维吾尔自治区,伊犁哈萨克自治州,伊犁,可克达拉市,可克达拉,新疆维吾尔自治区拼音xinjiangweiwuerzizhiqu，伊犁哈萨克自治州的犁是多音字，用于该地名通常念yi，所以伊犁哈萨克自治州拼音yilihasakezizhizhou，伊犁拼音yili，可克达拉市拼音kekedalashi，可克达拉拼音kekedala,xinjiangweiwuerzizhiqu,yilihasakezizhizhou,yili,kekedalashi,kekedala,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,伊犁,yilihasakezizhizhou,Ili,Xinjiang
ningxiahuizuziqiqu,ningxia hui,xixia district,ningxia hui指宁夏回族自治区。xixia district指宁夏银川的西夏区，所属地级行政是银川市，全称银川市，简称银川。西夏区全称西夏区，简称西夏,宁夏回族自治区,银川市,银川,西夏区,西夏,宁夏回族自治区拼音ningxiahuizuziqiqu，银川市拼音yinchuanshi，银川拼音yinchuan，西夏区拼音xixiaqu，西夏拼音xixia,ningxiahuizuziqiqu,yinchuanshi,yinchuan,xixiaqu,xixia,宁夏回族自治区,宁夏,银川市,银川,yinchuanshi,Yinchuan,Ningxia
liaoning,liaoning,zhanqian district,liaoning指辽宁。zhanqian district指辽宁营口的站前区，所属地级行政是营口市，全称营口市，简称营口。站前区全称站前区，简称站前,辽宁,营口市,营口,站前区,站前,辽宁拼音liaoning，营口市拼音yingkoushi，营口拼音yingkou，站前区拼音zhanqianqu，站前拼音zhanqian,liaoning,yingkoushi,yingkou,zhanqianqu,zhanqian,辽宁省,辽宁,营口市,营口,yingkoushi,Yingkou,Liaoning
jiangxi,jiangxi,yingtan,jiangxi指江西。yingtan指江西的鹰潭市，鹰潭市是地级行政区，全称鹰潭市，简称鹰潭。输入没有提供地区名，填充为null。,江西,鹰潭市,鹰潭,null,null,江西拼音jiangxi，鹰潭市拼音yingtanshi，鹰潭拼音yingtan，null非中文返回null，null非中文返回null,jiangxi,yingtanshi,yingtan,null,null,江西省,江西,鹰潭市,鹰潭,yingtanshi,Yingtan,Jiangxi
hunan,hunan,lingling district,hunan指湖南。lingling district指湖南永州的零陵区，所属地级行政是永州市，全称永州市，简称永州。零陵区全称零陵区，简称零陵,湖南,永州市,永州,零陵区,零陵,湖南拼音hunan，永州市拼音yongzhoushi，永州拼音yongzhou，零陵区拼音linglingqu，零陵拼音lingling,hunan,yongzhoushi,yongzhou,linglingqu,lingling,湖南省,湖南,永州市,永州,yongzhoushi,Yongzhou,Hunan
hunan,hunan,yueyang county,hunan指湖南。yueyang county指湖南的岳阳县，岳阳县所属地级行政区是岳阳市，全称岳阳市，简称岳阳。岳阳县全称岳阳县，简称岳阳，填充到区。,湖南,岳阳市,岳阳,岳阳县,岳阳,湖南拼音hunan，岳阳市拼音yueyangshi，岳阳拼音yueyang，岳阳县拼音yueyangxian，岳阳拼音yueyang,hunan,yueyangshi,yueyang,yueyangxian,yueyang,湖南省,湖南,岳阳市,岳阳,yueyangshi,Yueyang,Hunan
shanxi,shanxi,yaomiao town,shanxi指山西。yaomiao town指山西运城的姚孟街道，所属地级行政是运城市，全称运城市，简称运城。姚孟街道所属的区为盐湖区，全称盐湖区，简称盐湖,山西,运城市,运城,盐湖区,盐湖,山西拼音shanxi，运城市拼音yunchengshi，运城拼音yuncheng，盐湖区拼音yanhuqu，盐湖拼音yanhu,shanxi,yunchengshi,yuncheng,yanhuqu,yanhu,山西省,山西,运城市,运城,yunchengshi,Yuncheng,Shanxi
