zstate1,zcity3,推理,省,市全称,市简称,区全称,区简称,翻译过程,province,province_clean,city,cityshort,town,townshort,provinceshortname,provincename,cityname,cityshortname,citypinyin,cityshortpinyin,provincepinyin,11
shanghai,baoshan district,shanghai指上海。baoshan district指上海的宝山区，全称宝山区，简称宝山,上海,上海市,上海,宝山区,宝山,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，宝山区拼音baoshanqu，宝山拼音baoshan,shanghai,shanghai,shanghaishi,shanghai,baoshanqu,baoshan,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai,
shanghai,fengxian district,shanghai指上海。fengxian district指上海的奉贤区，所属地级行政是上海市，全称上海市，简称上海。奉贤区全称奉贤区，简称奉贤,上海,上海市,上海,奉贤区,奉贤,上海拼音shanghai，上海市拼音shanghaishi，上海拼音shanghai，奉贤区拼音fengxianqu，奉贤拼音fengxian,shanghai,shanghai,shanghaishi,shanghai,fengxianqu,fengxian,上海市,上海,上海市,上海,shanghaishi,Shanghai,Shanghai,
shaanxi,luonan,shaanxi指陕西。luonan指陕西的洛南县，洛南县是县级行政区，所属地级行政区是商洛市，全称商洛市，简称商洛。洛南县的全称是洛南县，简称洛南，填充到区。,陕西,商洛市,商洛,洛南县,洛南,陕西拼音shanxi，商洛市拼音shangluoshi，商洛拼音shangluo，洛南县拼音luonanxian，洛南拼音luonan,shanxi,shanxi,shangluoshi,shangluo,luonanxian,luonan,陕西省,陕西,商洛市,商洛,shangluoshi,Shangluo,Shaanxi,
guangdong,wukan,guangdong指广东。wukan指广东的陆丰市乌坎村，所属地级行政区是汕尾市，全称汕尾市，简称汕尾。乌坎村位于陆丰市东海镇，陆丰市全称陆丰市，简称陆丰，填充到区。,广东,汕尾市,汕尾,陆丰市,陆丰,广东拼音guangdong，汕尾市拼音shanweishi，汕尾拼音shanwei，陆丰市拼音lufengshi，陆丰拼音lufeng,guangdong,guangdong,shanweishi,shanwei,lufengshi,lufeng,广东省,广东,汕尾市,汕尾,shanweishi,Shanwei,Guangdong,
zhejiang,yuecheng district,zhejiang指浙江。yuecheng district指浙江绍兴的越城区，所属地级行政是绍兴市，全称绍兴市，简称绍兴。越城区全称越城区，简称越城,浙江,绍兴市,绍兴,越城区,越城,浙江拼音zhejiang，绍兴市拼音shaoxingshi，绍兴拼音shaoxing，越城区拼音yuechengqu，越城拼音yuecheng,zhejiang,zhejiang,shaoxingshi,shaoxing,yuechengqu,yuecheng,浙江省,浙江,绍兴市,绍兴,shaoxingshi,Shaoxing,Zhejiang,
zhejiang,shangyu district,zhejiang指浙江。shangyu district指浙江绍兴的上虞区，所属地级行政是绍兴市，全称绍兴市，简称绍兴。上虞区全称上虞区，简称上虞,浙江,绍兴市,绍兴,上虞区,上虞,浙江拼音zhejiang，绍兴市拼音shaoxingshi，绍兴拼音shaoxing，上虞区拼音shangyuqu，上虞拼音shangyu,zhejiang,zhejiang,shaoxingshi,shaoxing,shangyuqu,shangyu,浙江省,浙江,绍兴市,绍兴,shaoxingshi,Shaoxing,Zhejiang,
liaoning,shenyang,liaoning指辽宁。shenyang指辽宁的沈阳市，沈阳市是地级行政区，全称沈阳市，简称沈阳。输入没有提供地区名，填充为null。,辽宁,沈阳市,沈阳,null,null,辽宁拼音liaoning，沈阳市拼音shenyangshi，沈阳拼音shenyang，null非中文返回null，null非中文返回null,liaoning,liaoning,shenyangshi,shenyang,null,null,辽宁省,辽宁,沈阳市,沈阳,shenyangshi,Shenyang,Liaoning,
liaoning,heping district,liaoning指辽宁。heping district指辽宁沈阳的和平区，所属地级行政是沈阳市，全称沈阳市，简称沈阳。和平区全称和平区，简称和平,辽宁,沈阳市,沈阳,和平区,和平,辽宁拼音liaoning，沈阳市拼音shenyangshi，沈阳拼音shenyang，和平区拼音hepingqu，和平拼音heping,liaoning,liaoning,shenyangshi,shenyang,hepingqu,heping,辽宁省,辽宁,沈阳市,沈阳,shenyangshi,Shenyang,Liaoning,
guangdong,longgang,guangdong指广东。longgang指广东深圳市的龙岗区，所属地级行政区是深圳市，全称深圳市，简称深圳。龙岗区的全称是龙岗区，简称龙岗,广东,深圳市,深圳,龙岗区,龙岗,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，龙岗区拼音longgangqu，龙岗拼音longgang,guangdong,guangdong,shenzhenshi,shenzhen,longgangqu,longgang,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,guangming district,guangdong指广东。guangming district指广东深圳的光明区，所属地级行政是深圳市，全称深圳市，简称深圳。光明区全称光明区，简称光明,广东,深圳市,深圳,光明区,光明,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，光明区拼音guangmingqu，光明拼音guangming,guangdong,guangdong,shenzhenshi,shenzhen,guangmingqu,guangming,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,nanshan district,guangdong指广东。nanshan district指广东深圳的南山区，所属地级行政是深圳市，全称深圳市，简称深圳。南山区全称南山区，简称南山,广东,深圳市,深圳,南山区,南山,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，南山区拼音nanshanqu，南山拼音nanshan,guangdong,guangdong,shenzhenshi,shenzhen,nanshanqu,nanshan,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,shenzhen,guangdong指广东。shenzhen指广东的深圳市，全称深圳市，简称深圳。输入没有提供地区名，填充为null。,广东,深圳市,深圳,null,null,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，null非中文返回null，null非中文返回null,guangdong,guangdong,shenzhenshi,shenzhen,null,null,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,baoan district,guangdong指广东。baoan district指广东深圳的宝安区，所属地级行政是深圳市，全称深圳市，简称深圳。宝安区全称宝安区，简称宝安,广东,深圳市,深圳,宝安区,宝安,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，宝安区拼音baoanqu，宝安拼音baoan,guangdong,guangdong,shenzhenshi,shenzhen,baoanqu,baoan,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,yantian district,guangdong指广东。yantian district指广东深圳的盐田区，所属地级行政是深圳市，全称深圳市，简称深圳。盐田区全称盐田区，简称盐田,广东,深圳市,深圳,盐田区,盐田,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，盐田区拼音yantianqu，盐田拼音yantian,guangdong,guangdong,shenzhenshi,shenzhen,yantianqu,yantian,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
guangdong,longhua district,guangdong指广东。longhua district指广东深圳的龙华区，所属地级行政是深圳市，全称深圳市，简称深圳。龙华区全称龙华区，简称龙华,广东,深圳市,深圳,龙华区,龙华,广东拼音guangdong，深圳市拼音shenzhenshi，深圳拼音shenzhen，龙华区拼音longhuaqu，龙华拼音longhua,guangdong,guangdong,shenzhenshi,shenzhen,longhuaqu,longhua,广东省,广东,深圳市,深圳,shenzhenshi,Shenzhen,Guangdong,
hebei,gaoyi county,hebei指河北。gaoyi county指河北的高邑县，高邑县是县级行政区，所属地级行政区是石家庄市，全称石家庄市，简称石家庄。高邑县全称高邑县，简称高邑,河北,石家庄市,石家庄,高邑县,高邑,河北拼音hebei，石家庄市拼音shijiazhuangshi，石家庄拼音shijiazhuang，高邑县拼音gaoyixian，高邑拼音gaoyi,hebei,hebei,shijiazhuangshi,shijiazhuang,gaoyixian,gaoyi,河北省,河北,石家庄市,石家庄,shijiazhuangshi,Shijiazhuang,Hebei,
jilin,ningjiang district,jilin指吉林。ningjiang district指吉林松原的宁江区，所属地级行政是松原市，全称松原市，简称松原。宁江区全称宁江区，简称宁江,吉林,松原市,松原,宁江区,宁江,吉林拼音jilin，松原市拼音songyuanshi，松原拼音songyuan，宁江区拼音ningjiangqu，宁江拼音ningjiang,jilin,jilin,songyuanshi,songyuan,ningjiangqu,ningjiang,吉林省,吉林,松原市,松原,songyuanshi,Songyuan,Jilin,
anhui,dangshan county,anhui指安徽。dangshan county指安徽的砀山县，砀山县是县级行政区，所属地级行政区是宿州市，全称宿州市，简称宿州。砀山县的全称是砀山县，简称砀山，填充到区。,安徽,宿州市,宿州,砀山县,砀山,安徽拼音anhui，宿州市拼音suzhoushi，宿州拼音suzhou，砀山县拼音dangshan xian，砀山拼音dangshan,anhui,anhui,suzhoushi,suzhou,dangshan xian,dangshan,安徽省,安徽,宿州市,宿州,suzhoushi,Suzhou,Anhui,
jiangsu,gusu district,jiangsu指江苏。gusu district指江苏苏州的姑苏区，所属地级行政是苏州市，全称苏州市，简称苏州。姑苏区全称姑苏区，简称姑苏,江苏,苏州市,苏州,姑苏区,姑苏,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，姑苏区拼音gusuqu，姑苏拼音gusu,jiangsu,jiangsu,suzhoushi,suzhou,gusuqu,gusu,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu,
jiangsu,wujiang district,jiangsu指江苏。wujiang district指江苏苏州的吴江区，所属地级行政是苏州市，全称苏州市，简称苏州。吴江区全称吴江区，简称吴江,江苏,苏州市,苏州,吴江区,吴江,江苏拼音jiangs u，苏州市拼音suzhoushi，苏州拼音suzhou，吴江区拼音wujiangqu，吴江拼音wujiang,jiangs u,jiangsu,suzhoushi,suzhou,wujiangqu,wujiang,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu,
jiangsu,suzhou,jiangsu指江苏。suzhou指江苏的苏州市，全称苏州市，简称苏州。输入没有提供地区名，填充为null。,江苏,苏州市,苏州,null,null,江苏拼音jiangsu，苏州市拼音suzhoushi，苏州拼音suzhou，null非中文返回null，null非中文返回null,jiangsu,jiangsu,suzhoushi,suzhou,null,null,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu,
jiangsu,changshu,jiangsu指江苏。changshu指江苏的常熟市，常熟市是县级市，所属地级行政区是苏州市，全称苏州市，简称苏州。常熟市的全称是常熟市，简称常熟，填充到区。,江苏,苏州市,苏州,常熟市,常熟,江苏拼音jiangsū，苏州市拼音suzhoushi，苏州拼音suzhou，常熟市拼音changshushi，常熟拼音changshu,jiangsū,jiangsū,suzhoushi,suzhou,changshushi,changshu,江苏省,江苏,苏州市,苏州,suzhoushi,Suzhou,Jiangsu,
shanxi,taiyuan,shanxi指山西。taiyuan指山西的太原市，全称太原市，简称太原。,山西,太原市,太原,null,null,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，null非中文返回null，null非中文返回null,shanxi,shanxi,taiyuanshi,taiyuan,null,null,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi,
shanxi,xiaodian district,shanxi指山西。xiaodian district指山西太原的小店区，所属地级行政是太原市，全称太原市，简称太原。小店区全称小店区，简称小店,山西,太原市,太原,小店区,小店,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，小店区拼音xiaodianqu，小店拼音xiaodian,shanxi,shanxi,taiyuanshi,taiyuan,xiaodianqu,xiaodian,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi,
shanxi,wanbailin district,shanxi指山西。wanbailin district指山西的万柏林区，所属地级行政是太原市，全称太原市，简称太原。万柏林区全称万柏林区，简称万柏林,山西,太原市,太原,万柏林区,万柏林,山西拼音shanxi，太原市拼音taiyuanshi，太原拼音taiyuan，万柏林区拼音wanbailinqu，万柏林拼音wanbailin,shanxi,shanxi,taiyuanshi,taiyuan,wanbailinqu,wanbailin,山西省,山西,太原市,太原,taiyuanshi,Taiyuan,Shanxi,
jiangsu,hailing district,jiangsu指江苏。hailing district指江苏泰州的海陵区，所属地级行政是泰州市，全称泰州市，简称泰州。海陵区全称海陵区，简称海陵,江苏,泰州市,泰州,海陵区,海陵,江苏拼音jiangsū，泰州市拼音taizhoushi，泰州拼音taizhou，海陵区拼音hailingqu，海陵拼音hailing,jiangsū,jiangsū,taizhoushi,taizhou,hailingqu,hailing,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu,
jiangsu,jiangyan district,jiangsu指江苏。jiangyan district指江苏泰州的姜堰区，所属地级行政是泰州市，全称泰州市，简称泰州。姜堰区全称姜堰区，简称姜堰,江苏,泰州市,泰州,姜堰区,姜堰,江苏拼音jiangs u，泰州市拼音taizhoushi，泰州拼音taizhou，姜堰区拼音jiangyanqu，姜堰拼音jiangyan,jiangs u,jiangsu,taizhoushi,taizhou,jiangyanqu,jiangyan,江苏省,江苏,泰州市,泰州,taizhoushi,Taizhou,Jiangsu,
zhejiang,huangyan,zhejiang指浙江。huangyan指浙江台州的黄岩区，所属地级行政是台州市，全称台州市，简称台州。黄岩区全称黄岩区，简称黄岩,浙江,台州市,台州,黄岩区,黄岩,浙江拼音zhejiang，台州市拼音taizhoushi，台州拼音taizhou，黄岩区拼音huangyanqu，黄岩拼音huangyan,zhejiang,zhejiang,taizhoushi,taizhou,huangyanqu,huangyan,浙江省,浙江,台州市,台州,taizhoushi,Taizhou,Zhejiang,
tianjin,heping district,tianjin指天津。heping district指天津的和平区，所属地级行政是天津市，全称天津市，简称天津。和平区全称和平区，简称和平,天津,天津市,天津,和平区,和平,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，和平区拼音hepingqu，和平拼音heping,tianjin,tianjin,tianjinshi,tianjin,hepingqu,heping,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin,
tianjin,liulin,"tianjin指天津。liulin指天津的柳林街道，所属地级行政是天津市，全称天津市，简称天津。柳林街道, 简称柳林，填充到区。",天津,天津市,天津,柳林街道,柳林,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，柳林街道拼音liulinjiedao，柳林拼音liulin,tianjin,tianjin,tianjinshi,tianjin,liulinjiedao,liulin,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin,
tianjin,dawangzhuang subdistrict,tianjin指天津。dawangzhuang subdistrict指天津的大王庄街道，所属地级行政是天津市，全称天津市，简称天津。大王庄街道所属河东区，全称河东区，简称河东,天津,天津市,天津,河东区,河东,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，河东区拼音hedongqu，河东拼音hedong,tianjin,tianjin,tianjinshi,tianjin,hedongqu,hedong,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin,
tianjin,nankai district,tianjin指天津。nankai district指天津的南开区，南开区全称南开区，简称南开,天津,天津市,天津,南开区,南开,天津拼音tianjin，天津市拼音tianjinshi，天津拼音tianjin，南开区拼音nankaiqu，南开拼音nankai,tianjin,tianjin,tianjinshi,tianjin,nankaiqu,nankai,天津市,天津,天津市,天津,tianjinshi,Tianjin,Tianjin,
jilin,meihekou,jilin指吉林。meihekou指吉林的梅河口市，梅河口市是县级市，所属地级行政区是通化市，全称通化市，简称通化。梅河口市的全称是梅河口市，简称梅河口，填充到区。,吉林,通化市,通化,梅河口市,梅河口,吉林拼音jilin，通化市拼音tonghuashi，通化拼音tonghua，梅河口市拼音meihékǒushì，梅河口拼音meihékou,jilin,jilin,tonghuashi,tonghua,meihékǒushì,meihékou,吉林省,吉林,通化市,通化,tonghuashi,Tonghua,Jilin,
inner mongolia,horqin zuoyi zhongqi,inner mongolia指内蒙古。horqin zuoyi zhongqi指内蒙古的科尔沁左翼中旗，科尔沁左翼中旗是县级行政区，所属地级行政区是通辽市，全称通辽市，简称通辽。科尔沁左翼中旗全称科尔沁左翼中旗，简称科左中旗,内蒙古,通辽市,通辽,科尔沁左翼中旗,科左中旗,内蒙古拼音neimenggu，通辽市拼音tongliaoshi，通辽拼音tongliao，科尔沁左翼中旗拼音keerqinzuoyizhongqi，科左中旗拼音kezuozhongqi,neimenggu,inner mongolia,tongliaoshi,tongliao,keerqinzuoyizhongqi,keziuzhongqi,内蒙古自治区,内蒙古,通辽市,通辽,tongliaoshi,Tongliao,Inner Mongolia,
shandong,weicheng district,shandong指山东。weicheng district指山东潍坊市的潍城区，全称潍城区，简称潍城,山东,潍坊市,潍坊,潍城区,潍城,山东拼音shandong，潍坊市拼音weifangshi，潍坊拼音weifang，潍城区拼音weichengqu，潍城拼音weicheng,shandong,shandong,weifangshi,weifang,weichengqu,weicheng,山东省,山东,潍坊市,潍坊,weifangshi,Weifang,Shandong,
shandong,huancui district,shandong指山东。huancui district指山东威海的环翠区，所属地级行政是威海市，全称威海市，简称威海。环翠区全称环翠区，简称环翠,山东,威海市,威海,环翠区,环翠,山东拼音shandong，威海市拼音weihaisi，威海拼音wei hai，环翠区拼音huancuiqu，环翠拼音huancui,shandong,shandong,weihaisi,weihai,huancuiqu,huancui,山东省,山东,威海市,威海,weihaishi,Weihai,Shandong,
zhejiang,lucheng district,zhejiang指浙江。lucheng district指浙江温州的鹿城区，所属地级行政是温州市，全称温州市，简称温州。鹿城区全称鹿城区，简称鹿城,浙江,温州市,温州,鹿城区,鹿城,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，鹿城区拼音luchengqu，鹿城拼音lucheng,zhejiang,zhejiang,wenzhoushi,wenzhou,luchengqu,lucheng,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang,
zhejiang,lubei subdistrict,zhejiang指浙江。lubei subdistrict指浙江温州市的龙湾区的蒲州街道，所属地级行政是温州市，全称温州市，简称温州。蒲州街道所在的龙湾区，全称龙湾区，简称龙湾，填充到区。,浙江,温州市,温州,龙湾区,龙湾,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，龙湾区拼音longwanqu，龙湾拼音longwan,zhejiang,zhejiang,wenzhoushi,wenzhou,longwanqu,longwan,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang,
zhejiang,longwan district,zhejiang指浙江。longwan district指浙江温州的龙湾区，所属地级行政是温州市，全称温州市，简称温州。龙湾区全称龙湾区，简称龙湾,浙江,温州市,温州,龙湾区,龙湾,浙江拼音zhejiang，温州市拼音wenzhoushi，温州拼音wenzhou，龙湾区拼音longwanqu，龙湾拼音longwan,zhejiang,zhejiang,wenzhoushi,wenzhou,longwanqu,longwan,浙江省,浙江,温州市,温州,wenzhoushi,Wenzhou,Zhejiang,
inner mongolia,haibowan district,inner mongolia指内蒙古。haibowan district指内蒙古的乌海市海勃湾区，所属地级行政是乌海市，全称乌海市，简称乌海。海勃湾区全称海勃湾区，简称海勃湾,内蒙古,乌海市,乌海,海勃湾区,海勃湾,内蒙古拼音neimenggu，乌海市拼音wuhai shi，乌海拼音wuhai，海勃湾区拼音haibowanqu，海勃湾拼音haibowan,neimenggu,inner mongolia,wuhai shi,wuhai,haibowanqu,haibowan,内蒙古自治区,内蒙古,乌海市,乌海,wuhaishi,Wuhai,Inner Mongolia,
hubei,jiangxia district,hubei指湖北。jiangxia district指湖北武汉市的江夏区，所属地级行政区是武汉市，全称武汉市，简称武汉。江夏区的全称是江夏区，简称江夏,湖北,武汉市,武汉,江夏区,江夏,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，江夏区拼音jiangxiaqu，江夏拼音jiangxia,hubei,hubei,wuhanshi,wuhan,jiangxiaqu,jiangxia,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei,
hubei,wuchang district,hubei指湖北。wuchang district指湖北武汉的武昌区，所属地级行政是武汉市，全称武汉市，简称武汉。武昌区全称武昌区，简称武昌,湖北,武汉市,武汉,武昌区,武昌,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，武昌区拼音wuchangqu，武昌拼音wuchang,hubei,hubei,wuhanshi,wuhan,wuchangqu,wuchang,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei,
hubei,hongshan district,hubei指湖北。hongshan district指湖北武汉的洪山区，所属地级行政是武汉市，全称武汉市，简称武汉。洪山区全称洪山区，简称洪山,湖北,武汉市,武汉,洪山区,洪山,湖北拼音hubei，武汉市拼音wuhanshi，武汉拼音wuhan，洪山区拼音hongshanqu，洪山拼音hongshan,hubei,hubei,wuhanshi,wuhan,hongshanqu,hongshan,湖北省,湖北,武汉市,武汉,wuhanshi,Wuhan,Hubei,
anhui,jiujiang district,anhui指安徽。jiujiang district指安徽芜湖的鸠江区，所属地级行政是芜湖市，全称芜湖市，简称芜湖。鸠江区全称鸠江区，简称鸠江,安徽,芜湖市,芜湖,鸠江区,鸠江,安徽拼音anhui，芜湖市拼音wuhushi，芜湖拼音wuhu，鸠江区拼音jiujiangqu，鸠江拼音jiujiang,anhui,anhui,wuhushi,wuhu,jiujiangqu,jiujiang,安徽省,安徽,芜湖市,芜湖,wuhushi,Wuhu,Anhui,
anhui,jinghu district,anhui指安徽。jinghu district指安徽芜湖的镜湖区，镜湖区是地级行政区芜湖市的下辖区，全称芜湖市，简称芜湖。镜湖区全称镜湖区，简称镜湖,安徽,芜湖市,芜湖,镜湖区,镜湖,安徽拼音anhui，芜湖市拼音wuhushi，芜湖拼音wuhu，镜湖区拼音jinghuqu，镜湖拼音jinghu,anhui,anhui,wuhushi,wuhu,jinghuqu,jinghu,安徽省,安徽,芜湖市,芜湖,wuhushi,Wuhu,Anhui,
inner mongolia,qahar youyi zhongqi,inner mongolia指内蒙古。qahar youyi zhongqi指内蒙古的察哈尔右翼中旗，所属地级行政区是乌兰察布市，全称乌兰察布市，简称乌兰察布。察哈尔右翼中旗的全称是察哈尔右翼中旗，简称察右中旗，填充到区,内蒙古,乌兰察布市,乌兰察布,察哈尔右翼中旗,察右中旗,内蒙古拼音neimenggu，乌兰察布市拼音wulanchabushi，乌兰察布拼音wulanchabu，察哈尔右翼中旗拼音chaheeryouyizhongqi，察右中旗拼音chayouzhongqi,neimenggu,inner mongolia,wulanchabushi,wulanchabu,chaheeryouyizhongqi,chayouzhongqi,内蒙古自治区,内蒙古,乌兰察布市,乌兰察布,wulanchabushi,Ulanqab,Inner Mongolia,
gansu,liangzhou district,gansu指甘肃。liangzhou district指甘肃的武威市凉州区，所属地级行政是武威市，全称武威市，简称武威。凉州区全称凉州区，简称凉州,甘肃,武威市,武威,凉州区,凉州,甘肃拼音gansu，武威市拼音wuweishi，武威拼音wuwei，凉州区拼音liangzhouqu，凉州拼音liangzhou,gansu,gansu,wuweishi,wuwei,liangzhouqu,liangzhou,甘肃省,甘肃,武威市,武威,wuweishi,Wuwei,Gansu,
jiangsu,binhu district,jiangsu指江苏。binhu district指江苏无锡的滨湖区，所属地级行政是无锡市，全称无锡市，简称无锡。滨湖区全称滨湖区，简称滨湖,江苏,无锡市,无锡,滨湖区,滨湖,江苏拼音jiangsu，无锡市拼音wuxishi，无锡拼音wuxi，滨湖区拼音binhuqu，滨湖拼音binhu,jiangsu,jiangsu,wuxishi,wuxi,binhuqu,binhu,江苏省,江苏,无锡市,无锡,wuxishi,Wuxi,Jiangsu,
jiangsu,jiangyin,jiangsu指江苏。jiangyin指江苏的江阴市，江阴市是县级市，所属地级行政区是无锡市，全称无锡市，简称无锡。江阴市的全称是江阴市，简称江阴，填充到区。,江苏,无锡市,无锡,江阴市,江阴,江苏拼音jiangs u，无锡市拼音wuxishi，无锡拼音wuxi，江阴市拼音jiangy inshi，江阴拼音jiangyin,jiangs u,jiangsu,wuxishi,wuxi,jiangy inshi,jiangyin,江苏省,江苏,无锡市,无锡,wuxishi,Wuxi,Jiangsu,
fujian,siming district,fujian指福建。siming district指福建厦门的思明区，所属地级行政是厦门市，全称厦门市，简称厦门。思明区全称思明区，简称思明,福建,厦门市,厦门,思明区,思明,福建拼音fujian，厦门市拼音xiamenshi，厦门拼音xiamen，思明区拼音simingqu，思明拼音siming,fujian,fujian,xiamenshi,xiamen,simingqu,siming,福建省,福建,厦门市,厦门,xiamenshi,Xiamen,Fujian,
hubei,laohekou,hubei指湖北。laohekou指湖北的老河口市，老河口市是县级市，所属地级行政区是襄阳市，全称襄阳市，简称襄阳。老河口市全称老河口市，简称老河口，填充到区。,湖北,襄阳市,襄阳,老河口市,老河口,湖北拼音hubei，襄阳市拼音xiangyangshi，襄阳拼音xiangyang，老河口市拼音laohekoushi，老河口拼音laohekou,hubei,hubei,xiangyangshi,xiangyang,laohekoushi,laohekou,湖北省,湖北,襄阳市,襄阳,xiangyangshi,Xiangyang,Hubei,
hubei,huajia,hubei指湖北。huajia指湖北的嘉鱼县，嘉鱼县隶属于咸宁市，全称咸宁市，简称咸宁。嘉鱼县全称嘉鱼县，简称嘉鱼，填充到区,湖北,咸宁市,咸宁,嘉鱼县,嘉鱼,湖北拼音hubei，咸宁市拼音xianningshi，咸宁拼音xianning，嘉鱼县拼音jiayuxian，嘉鱼拼音jiayu,hubei,hubei,xianningshi,xianning,jiayuxian,jiayu,湖北省,湖北,咸宁市,咸宁,xianningshi,Xianning,Hubei,
shaanxi,xi an,shaanxi指陕西。xi an指陕西的西安市，西安市是地级行政区，全称西安市，简称西安。输入没有提供地区名，填充为null。,陕西,西安市,西安,null,null,陕西拼音shanxi，西安市拼音xianxiashi，西安拼音xian，null非中文返回null，null非中文返回null,shanxi,shanxi,xianxiashi,xian,null,null,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi,
shaanxi,baqiao district,shaanxi指陕西。baqiao district指陕西的灞桥区，所属地级行政区是西安市，全称西安市，简称西安。灞桥区全称灞桥区，简称灞桥，填充到区。,陕西,西安市,西安,灞桥区,灞桥,陕西拼音shanxi，西安市拼音xian shi，西安拼音xian，灞桥区拼音baqiaoqu，灞桥拼音baqiao,shanxi,shanxi,xian shi,xian,baqiaoqu,baqiao,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi,
shaanxi,chang an district,shaanxi指陕西。chang an district指陕西西安的长安区，所属地级行政是西安市，全称西安市，简称西安。长安区全称长安区，简称长安,陕西,西安市,西安,长安区,长安,陕西拼音shanxi，西安市拼音xian，西安拼音xian，长安区拼音changanqu，长安拼音changan,shanxi,shanxi,xian,xian,changanqu,changan,陕西省,陕西,西安市,西安,xianshi,Xian,Shaanxi,
shaanxi,sanyuan,shaanxi指陕西。sanyuan指陕西的三原县，所属地级行政区是咸阳市，全称咸阳市，简称咸阳。三原县全称三原县，简称三原,陕西,咸阳市,咸阳,三原县,三原,陕西拼音shanxi，咸阳市拼音xianyangshi，咸阳拼音xianyang，三原县拼音sanyuanxian，三原拼音sanyuan,shanxi,shanxi,xianyangshi,xianyang,sanyuanxian,sanyuan,陕西省,陕西,咸阳市,咸阳,xianyangshi,Xianyang,Shaanxi,
shaanxi,qindu district,shaanxi指陕西。qindu district指陕西咸阳的秦都区，所属地级行政是咸阳市，全称咸阳市，简称咸阳。秦都区全称秦都区，简称秦都,陕西,咸阳市,咸阳,秦都区,秦都,陕西拼音shanxi，咸阳市拼音xianyangshi，咸阳拼音xianyang，秦都区拼音qinduqu，秦都拼音qindu,shanxi,shanxi,xianyangshi,xianyang,qinduqu,qindu,陕西省,陕西,咸阳市,咸阳,xianyangshi,Xianyang,Shaanxi,
inner mongolia,jalaid qi,inner mongolia指内蒙古。jalaid qi指内蒙古兴安盟的扎赉特旗，所属地级行政是兴安盟，全称兴安盟，简称兴安。扎赉特旗全称扎赉特旗，简称扎赉特,内蒙古,兴安盟,兴安,扎赉特旗,扎赉特,内蒙古拼音neimenggu，兴安盟拼音xinganmeng，兴安拼音xingan，扎赉特旗拼音zhalaiteqi，扎赉特拼音zhalaite,neimenggu,inner mongolia,xinganmeng,xingan,zhalaiteqi,zhalaite,内蒙古自治区,内蒙古,兴安盟,兴安盟,xinganmeng,Hinggan,Inner Mongolia,
